Daily Indian Domestic Flight Timetable
========================================================================================================================

Flight   From  Departure City                      To    Arrival City                        Dep    Arr    Duration
UK9528   MAA   Chennai                             IXM   Madurai                             16:15  18:58  2h 43m
6E4198   MAA   Chennai                             TRV   Thiruvananthapuram                  16:30  17:43  1h 13m
G83114   MAA   Chennai                             IXM   Madurai                             16:30  17:48  1h 18m
UK898    MAA   Chennai                             STV   Surat                               16:45  17:30  0h 45m
AI8561   MAA   Chennai                             VTZ   Visakhapatnam                       17:00  20:43  3h 43m
6E6575   MAA   Chennai                             JAI   Jaipur                              17:45  18:39  0h 54m
SG8378   MAA   Chennai                             CJB   Coimbatore                          18:30  20:21  1h 51m
6E4444   MAA   Chennai                             CNN   Kannur                              18:45  21:36  2h 51m
6E707    MAA   Chennai                             CCJ   Calicut                             18:45  21:38  2h 53m
6E9294   MAA   Chennai                             IXE   Mangalore                           19:15  20:26  1h 11m
AI2892   PNQ   Pune                                VTZ   Visakhapatnam                       19:30  20:21  0h 51m
AI2697   MAA   Chennai                             TRV   Thiruvananthapuram                  20:00  22:18  2h 18m
AI1857   MAA   Chennai                             CNN   Kannur                              20:15  00:06  3h 51m
G81950   MAA   Chennai                             CCJ   Calicut                             21:00  22:04  1h 4m
UK2355   MAA   Chennai                             TRZ   Tiruchirappalli                     21:00  23:32  2h 32m
6E3720   MAA   Chennai                             PNQ   Pune                                22:30  23:25  0h 55m
UK8810   BOM   Mumbai (Chhatrapati Shivaji)        CJB   Coimbatore                          05:30  06:42  1h 12m
6E8354   BOM   Mumbai (Chhatrapati Shivaji)        TRZ   Tiruchirappalli                     06:30  08:48  2h 18m
6E278    BOM   Mumbai (Chhatrapati Shivaji)        VTZ   Visakhapatnam                       06:45  08:12  1h 27m
UK5639   BOM   Mumbai (Chhatrapati Shivaji)        JAI   Jaipur                              06:45  10:41  3h 56m
6E3758   BOM   Mumbai (Chhatrapati Shivaji)        IXE   Mangalore                           07:00  08:16  1h 16m
UK6766   BOM   Mumbai (Chhatrapati Shivaji)        CJB   Coimbatore                          07:00  09:17  2h 17m
SG9218   BOM   Mumbai (Chhatrapati Shivaji)        TRV   Thiruvananthapuram                  07:15  09:01  1h 46m
6E7399   BOM   Mumbai (Chhatrapati Shivaji)        VTZ   Visakhapatnam                       07:30  10:41  3h 11m
AI3798   BOM   Mumbai (Chhatrapati Shivaji)        PNQ   Pune                                07:30  08:24  0h 54m
SG1449   BOM   Mumbai (Chhatrapati Shivaji)        IXM   Madurai                             07:30  10:42  3h 12m
AI4989   BOM   Mumbai (Chhatrapati Shivaji)        IXC   Chandigarh                          08:00  10:44  2h 44m
6E4686   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             08:15  10:37  2h 22m
AI9707   BOM   Mumbai (Chhatrapati Shivaji)        CNN   Kannur                              08:30  10:31  2h 1m
G86626   BOM   Mumbai (Chhatrapati Shivaji)        IMF   Imphal                              09:00  12:18  3h 18m
G88543   BOM   Mumbai (Chhatrapati Shivaji)        IMF   Imphal                              10:00  11:06  1h 6m
AI5911   BOM   Mumbai (Chhatrapati Shivaji)        IXC   Chandigarh                          11:00  13:41  2h 41m
AI1075   BOM   Mumbai (Chhatrapati Shivaji)        TRV   Thiruvananthapuram                  11:30  13:30  2h 0m
6E1022   BOM   Mumbai (Chhatrapati Shivaji)        CNN   Kannur                              12:00  15:01  3h 1m
6E2171   BOM   Mumbai (Chhatrapati Shivaji)        IXM   Madurai                             13:45  15:23  1h 38m
AI2537   BOM   Mumbai (Chhatrapati Shivaji)        IXM   Madurai                             13:45  14:58  1h 13m
AI6899   BOM   Mumbai (Chhatrapati Shivaji)        CNN   Kannur                              13:45  16:20  2h 35m
UK4714   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             14:15  16:03  1h 48m
AI8991   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             15:15  17:03  1h 48m
6E4801   BOM   Mumbai (Chhatrapati Shivaji)        CCJ   Calicut                             15:30  19:22  3h 52m
AI747    BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             15:30  18:22  2h 52m
SG4100   BOM   Mumbai (Chhatrapati Shivaji)        JAI   Jaipur                              16:15  17:41  1h 26m
G85832   BOM   Mumbai (Chhatrapati Shivaji)        VTZ   Visakhapatnam                       16:30  20:18  3h 48m
AI6150   BOM   Mumbai (Chhatrapati Shivaji)        PNQ   Pune                                17:00  20:04  3h 4m
AI3373   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             17:15  20:01  2h 46m
AI4922   BOM   Mumbai (Chhatrapati Shivaji)        CNN   Kannur                              17:30  20:36  3h 6m
UK6415   BOM   Mumbai (Chhatrapati Shivaji)        STV   Surat                               18:15  19:38  1h 23m
6E6357   BOM   Mumbai (Chhatrapati Shivaji)        CCJ   Calicut                             18:30  20:58  2h 28m
SG1512   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             18:30  20:15  1h 45m
6E7964   BOM   Mumbai (Chhatrapati Shivaji)        JAI   Jaipur                              19:15  22:28  3h 13m
SG9159   BOM   Mumbai (Chhatrapati Shivaji)        IMF   Imphal                              19:30  20:31  1h 1m
AI573    BOM   Mumbai (Chhatrapati Shivaji)        TRZ   Tiruchirappalli                     19:45  21:05  1h 20m
6E430    BOM   Mumbai (Chhatrapati Shivaji)        VTZ   Visakhapatnam                       20:00  20:59  0h 59m
AI7573   BOM   Mumbai (Chhatrapati Shivaji)        TRV   Thiruvananthapuram                  20:15  23:04  2h 49m
UK5727   BOM   Mumbai (Chhatrapati Shivaji)        TRV   Thiruvananthapuram                  20:15  21:32  1h 17m
6E7678   BOM   Mumbai (Chhatrapati Shivaji)        STV   Surat                               20:30  00:27  3h 57m
AI8088   BOM   Mumbai (Chhatrapati Shivaji)        IMF   Imphal                              20:30  22:24  1h 54m
6E7987   BOM   Mumbai (Chhatrapati Shivaji)        IXE   Mangalore                           21:00  00:01  3h 1m
AI8115   BOM   Mumbai (Chhatrapati Shivaji)        JAI   Jaipur                              21:15  22:04  0h 49m
AI4438   BOM   Mumbai (Chhatrapati Shivaji)        STV   Surat                               21:30  22:25  0h 55m
SG9962   BOM   Mumbai (Chhatrapati Shivaji)        PNQ   Pune                                22:00  00:11  2h 11m
AI7495   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             22:45  01:36  2h 51m
6E975    BOM   Mumbai (Chhatrapati Shivaji)        AMD   Ahmedabad (Sardar Vallabhbhai Pat   05:30  08:30  3h 0m
6E4853   BOM   Mumbai (Chhatrapati Shivaji)        AMD   Ahmedabad (Sardar Vallabhbhai Pat   05:45  09:16  3h 31m
SG9116   BOM   Mumbai (Chhatrapati Shivaji)        ATQ   Amritsar (Sri Guru Ram Dass Jee)    05:15  07:59  2h 44m
6E4206   BOM   Mumbai (Chhatrapati Shivaji)        ATQ   Amritsar (Sri Guru Ram Dass Jee)    08:45  10:18  1h 33m
AI7363   BOM   Mumbai (Chhatrapati Shivaji)        ATQ   Amritsar (Sri Guru Ram Dass Jee)    11:45  14:35  2h 50m
UK9072   BOM   Mumbai (Chhatrapati Shivaji)        ATQ   Amritsar (Sri Guru Ram Dass Jee)    21:00  22:43  1h 43m
G8168    BOM   Mumbai (Chhatrapati Shivaji)        BBI   Bhubaneswar (Biju Patnaik)          05:00  08:12  3h 12m
AI3629   BOM   Mumbai (Chhatrapati Shivaji)        BBI   Bhubaneswar (Biju Patnaik)          06:45  09:16  2h 31m
6E4681   BOM   Mumbai (Chhatrapati Shivaji)        BBI   Bhubaneswar (Biju Patnaik)          11:15  12:22  1h 7m
UK122    BOM   Mumbai (Chhatrapati Shivaji)        BBI   Bhubaneswar (Biju Patnaik)          13:45  17:03  3h 18m
AI1612   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              05:15  07:23  2h 8m
G88340   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              07:30  09:06  1h 36m
AI5550   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              09:30  11:07  1h 37m
AI5228   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              14:15  16:26  2h 11m
UK9021   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              19:45  21:45  2h 0m
6E8773   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              20:45  22:29  1h 44m
UK3889   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              22:15  01:13  2h 58m
UK3778   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              23:00  01:04  2h 4m
6E2243   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   05:30  07:21  1h 51m
6E9125   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   07:45  10:39  2h 54m
6E5335   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   08:15  11:01  2h 46m
6E8190   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   08:45  11:28  2h 43m
UK1454   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   13:00  15:51  2h 51m
SG6028   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   17:00  19:43  2h 43m
G89521   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   20:30  22:01  1h 31m
AI578    BOM   Mumbai (Chhatrapati Shivaji)        COK   Kochi (Cochin)                      11:30  13:08  1h 38m
6E2217   BOM   Mumbai (Chhatrapati Shivaji)        COK   Kochi (Cochin)                      12:30  13:15  0h 45m
6E9397   BOM   Mumbai (Chhatrapati Shivaji)        COK   Kochi (Cochin)                      12:30  14:36  2h 6m
6E5795   BOM   Mumbai (Chhatrapati Shivaji)        COK   Kochi (Cochin)                      20:45  23:51  3h 6m
AI5580   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               05:00  07:19  2h 19m
6E8956   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               07:45  10:38  2h 53m
6E7482   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               13:00  15:23  2h 23m
UK2066   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               13:00  15:25  2h 25m
UK781    BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               20:30  23:30  3h 0m
SG202    BOM   Mumbai (Chhatrapati Shivaji)        GAU   Guwahati (Lokpriya Gopinath Bordo   05:00  07:03  2h 3m
UK6480   BOM   Mumbai (Chhatrapati Shivaji)        GAU   Guwahati (Lokpriya Gopinath Bordo   14:15  15:01  0h 46m
UK7363   BOM   Mumbai (Chhatrapati Shivaji)        GOI   Goa (Dabolim)                       06:45  10:44  3h 59m
SG7202   BOM   Mumbai (Chhatrapati Shivaji)        GOI   Goa (Dabolim)                       07:15  10:33  3h 18m
G83836   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            05:30  08:26  2h 56m
6E5228   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            10:00  12:53  2h 53m
AI4860   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            17:30  19:50  2h 20m
6E7861   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            22:30  01:23  2h 53m
AI9864   BOM   Mumbai (Chhatrapati Shivaji)        IDR   Indore (Devi Ahilya Bai Holkar)     06:30  08:23  1h 53m
G82715   BOM   Mumbai (Chhatrapati Shivaji)        IDR   Indore (Devi Ahilya Bai Holkar)     17:00  17:54  0h 54m
SG1953   BOM   Mumbai (Chhatrapati Shivaji)        IXB   Siliguri (Bagdogra)                 06:45  10:05  3h 20m
UK7203   BOM   Mumbai (Chhatrapati Shivaji)        IXB   Siliguri (Bagdogra)                 08:00  11:29  3h 29m
G86122   BOM   Mumbai (Chhatrapati Shivaji)        IXB   Siliguri (Bagdogra)                 11:30  15:00  3h 30m
SG8474   BOM   Mumbai (Chhatrapati Shivaji)        IXB   Siliguri (Bagdogra)                 16:15  17:51  1h 36m
UK1792   BOM   Mumbai (Chhatrapati Shivaji)        LKO   Lucknow (Chaudhary Charan Singh)    12:30  15:08  2h 38m
G84060   BOM   Mumbai (Chhatrapati Shivaji)        LKO   Lucknow (Chaudhary Charan Singh)    18:00  19:28  1h 28m
6E8739   BOM   Mumbai (Chhatrapati Shivaji)        LKO   Lucknow (Chaudhary Charan Singh)    18:45  21:27  2h 42m
G83541   BOM   Mumbai (Chhatrapati Shivaji)        NAG   Nagpur (Dr. Babasaheb Ambedkar)     11:00  14:41  3h 41m
UK7304   BOM   Mumbai (Chhatrapati Shivaji)        NAG   Nagpur (Dr. Babasaheb Ambedkar)     14:00  17:57  3h 57m
AI2312   BOM   Mumbai (Chhatrapati Shivaji)        NAG   Nagpur (Dr. Babasaheb Ambedkar)     20:30  23:12  2h 42m
6E6616   BOM   Mumbai (Chhatrapati Shivaji)        PAT   Patna (Jay Prakash Narayan)         06:00  08:35  2h 35m
AI8537   BOM   Mumbai (Chhatrapati Shivaji)        PAT   Patna (Jay Prakash Narayan)         06:00  07:13  1h 13m
6E8565   BOM   Mumbai (Chhatrapati Shivaji)        PAT   Patna (Jay Prakash Narayan)         20:30  22:16  1h 46m
G86224   BOM   Mumbai (Chhatrapati Shivaji)        SXR   Srinagar (Sheikhul Aalam)           12:30  16:08  3h 38m
SG6044   BOM   Mumbai (Chhatrapati Shivaji)        SXR   Srinagar (Sheikhul Aalam)           18:15  21:27  3h 12m
AI729    BOM   Mumbai (Chhatrapati Shivaji)        SXR   Srinagar (Sheikhul Aalam)           22:30  02:11  3h 41m
6E3073   BOM   Mumbai (Chhatrapati Shivaji)        VNS   Varanasi (Lal Bahadur Shastri)      06:45  10:12  3h 27m
UK1288   BOM   Mumbai (Chhatrapati Shivaji)        VNS   Varanasi (Lal Bahadur Shastri)      10:15  11:54  1h 39m
SG3784   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             05:00  06:49  1h 49m
6E5315   DEL   Delhi (Indira Gandhi)               CCJ   Calicut                             05:30  06:53  1h 23m
UK3275   DEL   Delhi (Indira Gandhi)               TRZ   Tiruchirappalli                     05:45  07:25  1h 40m
G87392   DEL   Delhi (Indira Gandhi)               IXE   Mangalore                           06:15  10:05  3h 50m
UK9277   DEL   Delhi (Indira Gandhi)               TRV   Thiruvananthapuram                  07:00  10:52  3h 52m
AI4962   DEL   Delhi (Indira Gandhi)               STV   Surat                               07:45  09:46  2h 1m
6E7786   DEL   Delhi (Indira Gandhi)               IXC   Chandigarh                          08:15  11:52  3h 37m
6E3059   DEL   Delhi (Indira Gandhi)               IXC   Chandigarh                          08:30  11:16  2h 46m
6E4331   DEL   Delhi (Indira Gandhi)               IMF   Imphal                              09:45  11:40  1h 55m
SG5458   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             09:45  11:24  1h 39m
AI6172   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             10:00  11:42  1h 42m
UK5595   DEL   Delhi (Indira Gandhi)               IXM   Madurai                             10:30  13:01  2h 31m
AI9764   DEL   Delhi (Indira Gandhi)               CNN   Kannur                              10:45  12:08  1h 23m
6E5424   DEL   Delhi (Indira Gandhi)               CJB   Coimbatore                          11:00  13:42  2h 42m
AI675    DEL   Delhi (Indira Gandhi)               IXC   Chandigarh                          11:00  14:23  3h 23m
AI5246   DEL   Delhi (Indira Gandhi)               STV   Surat                               11:45  13:07  1h 22m
AI9154   DEL   Delhi (Indira Gandhi)               IXM   Madurai                             11:45  12:51  1h 6m
6E604    DEL   Delhi (Indira Gandhi)               JAI   Jaipur                              12:00  14:12  2h 12m
6E1701   DEL   Delhi (Indira Gandhi)               CNN   Kannur                              12:30  15:18  2h 48m
6E9360   DEL   Delhi (Indira Gandhi)               JAI   Jaipur                              12:30  13:47  1h 17m
6E8313   DEL   Delhi (Indira Gandhi)               IXE   Mangalore                           12:45  14:10  1h 25m
6E3553   DEL   Delhi (Indira Gandhi)               VTZ   Visakhapatnam                       13:15  16:25  3h 10m
UK2314   DEL   Delhi (Indira Gandhi)               JAI   Jaipur                              14:45  18:34  3h 49m
6E1068   DEL   Delhi (Indira Gandhi)               IMF   Imphal                              15:00  15:50  0h 50m
6E7829   DEL   Delhi (Indira Gandhi)               PNQ   Pune                                15:00  16:47  1h 47m
SG652    DEL   Delhi (Indira Gandhi)               VTZ   Visakhapatnam                       15:15  17:36  2h 21m
6E5226   DEL   Delhi (Indira Gandhi)               CJB   Coimbatore                          15:30  18:22  2h 52m
6E1042   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             15:45  17:31  1h 46m
AI1666   DEL   Delhi (Indira Gandhi)               TRV   Thiruvananthapuram                  15:45  17:25  1h 40m
AI4335   DEL   Delhi (Indira Gandhi)               TRV   Thiruvananthapuram                  16:00  17:15  1h 15m
UK7541   DEL   Delhi (Indira Gandhi)               IXM   Madurai                             16:00  19:13  3h 13m
AI2406   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             16:15  18:14  1h 59m
AI6083   DEL   Delhi (Indira Gandhi)               IMF   Imphal                              16:30  18:57  2h 27m
6E6164   DEL   Delhi (Indira Gandhi)               CCJ   Calicut                             16:45  20:08  3h 23m
6E8762   DEL   Delhi (Indira Gandhi)               TRV   Thiruvananthapuram                  17:15  18:26  1h 11m
AI1103   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             17:30  19:05  1h 35m
UK5695   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             19:15  21:25  2h 10m
6E2918   DEL   Delhi (Indira Gandhi)               PNQ   Pune                                20:30  23:28  2h 58m
6E965    DEL   Delhi (Indira Gandhi)               TRZ   Tiruchirappalli                     20:45  00:09  3h 24m
G88273   DEL   Delhi (Indira Gandhi)               CCJ   Calicut                             20:45  22:37  1h 52m
AI772    DEL   Delhi (Indira Gandhi)               TRZ   Tiruchirappalli                     21:00  23:23  2h 23m
AI8094   DEL   Delhi (Indira Gandhi)               IXE   Mangalore                           21:15  23:11  1h 56m
6E3141   DEL   Delhi (Indira Gandhi)               STV   Surat                               21:30  22:25  0h 55m
6E5639   DEL   Delhi (Indira Gandhi)               CNN   Kannur                              21:30  00:00  2h 30m
UK8478   DEL   Delhi (Indira Gandhi)               IXC   Chandigarh                          21:30  22:55  1h 25m
AI9296   DEL   Delhi (Indira Gandhi)               JAI   Jaipur                              22:00  00:35  2h 35m
UK5784   DEL   Delhi (Indira Gandhi)               CJB   Coimbatore                          22:30  00:44  2h 14m
G89694   DEL   Delhi (Indira Gandhi)               AMD   Ahmedabad (Sardar Vallabhbhai Pat   21:45  23:53  2h 8m
SG830    DEL   Delhi (Indira Gandhi)               AMD   Ahmedabad (Sardar Vallabhbhai Pat   23:00  01:27  2h 27m
AI5304   DEL   Delhi (Indira Gandhi)               ATQ   Amritsar (Sri Guru Ram Dass Jee)    10:15  11:54  1h 39m
G87839   DEL   Delhi (Indira Gandhi)               ATQ   Amritsar (Sri Guru Ram Dass Jee)    14:45  18:37  3h 52m
AI2484   DEL   Delhi (Indira Gandhi)               ATQ   Amritsar (Sri Guru Ram Dass Jee)    16:00  19:10  3h 10m
AI6486   DEL   Delhi (Indira Gandhi)               ATQ   Amritsar (Sri Guru Ram Dass Jee)    19:15  20:54  1h 39m
AI8544   DEL   Delhi (Indira Gandhi)               BBI   Bhubaneswar (Biju Patnaik)          12:45  16:13  3h 28m
6E2049   DEL   Delhi (Indira Gandhi)               BBI   Bhubaneswar (Biju Patnaik)          14:00  15:22  1h 22m
SG2983   DEL   Delhi (Indira Gandhi)               BBI   Bhubaneswar (Biju Patnaik)          16:00  19:17  3h 17m
AI8664   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              10:00  12:21  2h 21m
SG6814   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              10:15  12:08  1h 53m
UK9202   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              10:45  13:09  2h 24m
AI2086   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              15:30  17:17  1h 47m
G89237   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              17:45  19:52  2h 7m
SG181    DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              19:45  21:58  2h 13m
6E3118   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        10:30  13:26  2h 56m
G86249   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        11:00  13:12  2h 12m
6E1774   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        16:15  18:48  2h 33m
UK7323   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        17:00  19:41  2h 41m
UK469    DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        17:30  19:40  2h 10m
UK7817   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        19:30  21:55  2h 25m
SG2076   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        20:15  22:50  2h 35m
G87941   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        22:45  01:27  2h 42m
6E7898   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   12:45  14:28  1h 43m
UK4084   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   13:00  15:33  2h 33m
6E665    DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   13:15  16:05  2h 50m
UK8045   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   15:00  17:23  2h 23m
UK7877   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   19:00  21:30  2h 30m
6E6727   DEL   Delhi (Indira Gandhi)               COK   Kochi (Cochin)                      05:45  09:13  3h 28m
G81674   DEL   Delhi (Indira Gandhi)               COK   Kochi (Cochin)                      12:15  14:12  1h 57m
AI9367   DEL   Delhi (Indira Gandhi)               COK   Kochi (Cochin)                      19:00  21:09  2h 9m
6E5390   DEL   Delhi (Indira Gandhi)               GAU   Guwahati (Lokpriya Gopinath Bordo   13:15  17:02  3h 47m
6E2712   DEL   Delhi (Indira Gandhi)               GAU   Guwahati (Lokpriya Gopinath Bordo   14:30  15:24  0h 54m
6E1872   DEL   Delhi (Indira Gandhi)               GAU   Guwahati (Lokpriya Gopinath Bordo   22:00  22:52  0h 52m
6E1091   DEL   Delhi (Indira Gandhi)               GOI   Goa (Dabolim)                       07:15  09:32  2h 17m
AI612    DEL   Delhi (Indira Gandhi)               GOI   Goa (Dabolim)                       13:45  16:13  2h 28m
6E6393   DEL   Delhi (Indira Gandhi)               GOI   Goa (Dabolim)                       17:00  18:00  1h 0m
SG3704   DEL   Delhi (Indira Gandhi)               GOI   Goa (Dabolim)                       20:30  23:38  3h 8m
6E1690   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            09:00  11:45  2h 45m
6E4999   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            09:30  11:15  1h 45m
AI2106   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            10:45  12:31  1h 46m
AI9999   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            11:45  14:05  2h 20m
AI5604   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            14:00  16:43  2h 43m
UK3427   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            17:15  19:25  2h 10m
AI3643   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            20:15  22:37  2h 22m
UK9324   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            22:00  00:17  2h 17m
6E7312   DEL   Delhi (Indira Gandhi)               IDR   Indore (Devi Ahilya Bai Holkar)     08:15  10:21  2h 6m
AI6647   DEL   Delhi (Indira Gandhi)               IDR   Indore (Devi Ahilya Bai Holkar)     11:00  14:25  3h 25m
6E6511   DEL   Delhi (Indira Gandhi)               IXB   Siliguri (Bagdogra)                 12:00  15:26  3h 26m
SG3110   DEL   Delhi (Indira Gandhi)               IXB   Siliguri (Bagdogra)                 13:30  17:03  3h 33m
SG8498   DEL   Delhi (Indira Gandhi)               IXB   Siliguri (Bagdogra)                 21:45  22:36  0h 51m
6E5612   DEL   Delhi (Indira Gandhi)               LKO   Lucknow (Chaudhary Charan Singh)    07:15  10:28  3h 13m
AI8142   DEL   Delhi (Indira Gandhi)               LKO   Lucknow (Chaudhary Charan Singh)    14:45  15:58  1h 13m
AI1390   DEL   Delhi (Indira Gandhi)               LKO   Lucknow (Chaudhary Charan Singh)    15:15  19:13  3h 58m
6E5607   DEL   Delhi (Indira Gandhi)               LKO   Lucknow (Chaudhary Charan Singh)    16:15  18:48  2h 33m
6E4294   DEL   Delhi (Indira Gandhi)               NAG   Nagpur (Dr. Babasaheb Ambedkar)     07:00  08:22  1h 22m
G89482   DEL   Delhi (Indira Gandhi)               NAG   Nagpur (Dr. Babasaheb Ambedkar)     10:30  12:49  2h 19m
