Daily Indian Domestic Flight Timetable
========================================================================================================================

Flight   From  Departure City                      To    Arrival City                        Dep    Arr    Duration
AI5989   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             07:30  09:31  2h 1m
UK2576   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             07:30  10:18  2h 48m
UK9048   BOM   Mumbai (Chhatrapati Shivaji)        IXM   Madurai                             07:30  08:26  0h 56m
SG7301   BOM   Mumbai (Chhatrapati Shivaji)        CCJ   Calicut                             07:45  10:39  2h 54m
6E694    BOM   Mumbai (Chhatrapati Shivaji)        CJB   Coimbatore                          08:15  11:31  3h 16m
SG5490   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             08:15  10:48  2h 33m
UK7793   BOM   Mumbai (Chhatrapati Shivaji)        TRZ   Tiruchirappalli                     08:30  11:11  2h 41m
AI8855   BOM   Mumbai (Chhatrapati Shivaji)        IXC   Chandigarh                          09:00  11:29  2h 29m
AI8215   BOM   Mumbai (Chhatrapati Shivaji)        TRV   Thiruvananthapuram                  09:15  11:25  2h 10m
SG2083   BOM   Mumbai (Chhatrapati Shivaji)        TRV   Thiruvananthapuram                  10:00  12:28  2h 28m
UK3828   BOM   Mumbai (Chhatrapati Shivaji)        IXC   Chandigarh                          10:00  11:32  1h 32m
UK4778   BOM   Mumbai (Chhatrapati Shivaji)        JAI   Jaipur                              10:30  14:04  3h 34m
6E6130   BOM   Mumbai (Chhatrapati Shivaji)        TRZ   Tiruchirappalli                     10:45  14:21  3h 36m
UK2029   BOM   Mumbai (Chhatrapati Shivaji)        IXE   Mangalore                           11:15  14:52  3h 37m
6E7526   BOM   Mumbai (Chhatrapati Shivaji)        IXC   Chandigarh                          11:30  13:17  1h 47m
G83248   BOM   Mumbai (Chhatrapati Shivaji)        CNN   Kannur                              12:45  16:14  3h 29m
G84735   BOM   Mumbai (Chhatrapati Shivaji)        CNN   Kannur                              12:45  15:49  3h 4m
6E3955   BOM   Mumbai (Chhatrapati Shivaji)        PNQ   Pune                                13:15  14:54  1h 39m
6E1003   BOM   Mumbai (Chhatrapati Shivaji)        STV   Surat                               14:00  16:38  2h 38m
6E1341   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             14:00  16:43  2h 43m
SG870    BOM   Mumbai (Chhatrapati Shivaji)        PNQ   Pune                                14:15  15:44  1h 29m
SG9581   BOM   Mumbai (Chhatrapati Shivaji)        VTZ   Visakhapatnam                       14:45  16:53  2h 8m
SG874    BOM   Mumbai (Chhatrapati Shivaji)        JAI   Jaipur                              15:15  17:06  1h 51m
SG5971   BOM   Mumbai (Chhatrapati Shivaji)        STV   Surat                               15:30  16:30  1h 0m
SG8496   BOM   Mumbai (Chhatrapati Shivaji)        IXE   Mangalore                           15:30  16:39  1h 9m
AI5032   BOM   Mumbai (Chhatrapati Shivaji)        JAI   Jaipur                              16:00  18:04  2h 4m
6E5891   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             16:15  18:51  2h 36m
6E8196   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             16:15  17:56  1h 41m
SG307    BOM   Mumbai (Chhatrapati Shivaji)        TRZ   Tiruchirappalli                     16:15  18:16  2h 1m
SG8419   BOM   Mumbai (Chhatrapati Shivaji)        JAI   Jaipur                              17:15  18:10  0h 55m
SG1242   BOM   Mumbai (Chhatrapati Shivaji)        STV   Surat                               17:30  19:09  1h 39m
SG8541   BOM   Mumbai (Chhatrapati Shivaji)        VTZ   Visakhapatnam                       18:45  22:21  3h 36m
6E3261   BOM   Mumbai (Chhatrapati Shivaji)        IMF   Imphal                              19:15  21:56  2h 41m
SG470    BOM   Mumbai (Chhatrapati Shivaji)        IMF   Imphal                              20:30  00:30  4h 0m
AI5090   BOM   Mumbai (Chhatrapati Shivaji)        CNN   Kannur                              20:45  23:02  2h 17m
6E4201   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             21:00  22:30  1h 30m
SG3943   BOM   Mumbai (Chhatrapati Shivaji)        IMF   Imphal                              21:15  01:01  3h 46m
6E8981   BOM   Mumbai (Chhatrapati Shivaji)        VTZ   Visakhapatnam                       22:00  00:20  2h 20m
6E6702   BOM   Mumbai (Chhatrapati Shivaji)        IXM   Madurai                             22:15  00:08  1h 53m
SG2117   BOM   Mumbai (Chhatrapati Shivaji)        CJB   Coimbatore                          22:15  00:47  2h 32m
SG1241   BOM   Mumbai (Chhatrapati Shivaji)        CCJ   Calicut                             22:30  02:00  3h 30m
SG993    BOM   Mumbai (Chhatrapati Shivaji)        TRZ   Tiruchirappalli                     22:30  01:17  2h 47m
6E7103   BOM   Mumbai (Chhatrapati Shivaji)        TRV   Thiruvananthapuram                  22:45  00:47  2h 2m
AI851    BOM   Mumbai (Chhatrapati Shivaji)        AMD   Ahmedabad (Sardar Vallabhbhai Pat   07:45  09:28  1h 43m
AI1539   BOM   Mumbai (Chhatrapati Shivaji)        AMD   Ahmedabad (Sardar Vallabhbhai Pat   11:00  12:39  1h 39m
6E1914   BOM   Mumbai (Chhatrapati Shivaji)        AMD   Ahmedabad (Sardar Vallabhbhai Pat   16:45  20:36  3h 51m
G89533   BOM   Mumbai (Chhatrapati Shivaji)        ATQ   Amritsar (Sri Guru Ram Dass Jee)    08:45  10:38  1h 53m
SG9088   BOM   Mumbai (Chhatrapati Shivaji)        ATQ   Amritsar (Sri Guru Ram Dass Jee)    20:00  23:54  3h 54m
UK1953   BOM   Mumbai (Chhatrapati Shivaji)        ATQ   Amritsar (Sri Guru Ram Dass Jee)    21:30  00:51  3h 21m
6E6182   BOM   Mumbai (Chhatrapati Shivaji)        BBI   Bhubaneswar (Biju Patnaik)          11:30  14:38  3h 8m
SG3628   BOM   Mumbai (Chhatrapati Shivaji)        BBI   Bhubaneswar (Biju Patnaik)          14:45  16:36  1h 51m
G88937   BOM   Mumbai (Chhatrapati Shivaji)        BBI   Bhubaneswar (Biju Patnaik)          22:00  23:02  1h 2m
UK837    BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              05:45  07:33  1h 48m
6E2127   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              06:15  09:02  2h 47m
SG1694   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              06:15  09:04  2h 49m
6E7388   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              08:00  10:50  2h 50m
6E8160   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              12:30  15:10  2h 40m
AI7818   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              14:45  17:42  2h 57m
AI4802   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              18:30  21:06  2h 36m
UK9171   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              20:15  23:06  2h 51m
6E7781   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   05:15  08:00  2h 45m
6E3060   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   07:45  10:16  2h 31m
G88173   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   11:45  14:21  2h 36m
6E8605   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   12:15  14:59  2h 44m
UK1649   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   12:45  14:37  1h 52m
6E1392   BOM   Mumbai (Chhatrapati Shivaji)        COK   Kochi (Cochin)                      08:30  09:24  0h 54m
AI3276   BOM   Mumbai (Chhatrapati Shivaji)        COK   Kochi (Cochin)                      14:15  16:50  2h 35m
6E8346   BOM   Mumbai (Chhatrapati Shivaji)        COK   Kochi (Cochin)                      22:00  01:58  3h 58m
AI9333   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               06:30  08:16  1h 46m
SG3502   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               08:30  10:50  2h 20m
UK4362   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               12:45  15:04  2h 19m
UK3066   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               21:15  22:50  1h 35m
AI8396   BOM   Mumbai (Chhatrapati Shivaji)        GAU   Guwahati (Lokpriya Gopinath Bordo   06:00  08:32  2h 32m
6E8419   BOM   Mumbai (Chhatrapati Shivaji)        GAU   Guwahati (Lokpriya Gopinath Bordo   10:45  13:01  2h 16m
SG5417   BOM   Mumbai (Chhatrapati Shivaji)        GAU   Guwahati (Lokpriya Gopinath Bordo   16:15  18:28  2h 13m
AI5143   BOM   Mumbai (Chhatrapati Shivaji)        GAU   Guwahati (Lokpriya Gopinath Bordo   19:45  22:46  3h 1m
SG2856   BOM   Mumbai (Chhatrapati Shivaji)        GOI   Goa (Dabolim)                       12:15  13:27  1h 12m
AI908    BOM   Mumbai (Chhatrapati Shivaji)        GOI   Goa (Dabolim)                       13:30  14:20  0h 50m
G86074   BOM   Mumbai (Chhatrapati Shivaji)        GOI   Goa (Dabolim)                       19:15  21:06  1h 51m
UK9824   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            06:30  08:45  2h 15m
SG9991   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            07:15  09:39  2h 24m
6E7012   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            10:00  12:03  2h 3m
6E5667   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            13:45  15:21  1h 36m
6E1545   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            21:45  00:03  2h 18m
AI9364   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            23:00  01:42  2h 42m
6E8792   BOM   Mumbai (Chhatrapati Shivaji)        IDR   Indore (Devi Ahilya Bai Holkar)     14:30  16:07  1h 37m
6E7926   BOM   Mumbai (Chhatrapati Shivaji)        IDR   Indore (Devi Ahilya Bai Holkar)     17:30  20:41  3h 11m
SG8504   BOM   Mumbai (Chhatrapati Shivaji)        IXB   Siliguri (Bagdogra)                 15:00  18:23  3h 23m
6E4508   BOM   Mumbai (Chhatrapati Shivaji)        IXB   Siliguri (Bagdogra)                 19:15  20:10  0h 55m
UK2474   BOM   Mumbai (Chhatrapati Shivaji)        LKO   Lucknow (Chaudhary Charan Singh)    11:15  12:27  1h 12m
6E4982   BOM   Mumbai (Chhatrapati Shivaji)        LKO   Lucknow (Chaudhary Charan Singh)    17:30  21:23  3h 53m
AI1792   BOM   Mumbai (Chhatrapati Shivaji)        LKO   Lucknow (Chaudhary Charan Singh)    21:15  22:53  1h 38m
6E6313   BOM   Mumbai (Chhatrapati Shivaji)        NAG   Nagpur (Dr. Babasaheb Ambedkar)     09:30  11:39  2h 9m
AI1291   BOM   Mumbai (Chhatrapati Shivaji)        NAG   Nagpur (Dr. Babasaheb Ambedkar)     14:15  15:14  0h 59m
6E221    BOM   Mumbai (Chhatrapati Shivaji)        NAG   Nagpur (Dr. Babasaheb Ambedkar)     21:00  23:53  2h 53m
AI8654   BOM   Mumbai (Chhatrapati Shivaji)        PAT   Patna (Jay Prakash Narayan)         05:45  09:39  3h 54m
6E7899   BOM   Mumbai (Chhatrapati Shivaji)        PAT   Patna (Jay Prakash Narayan)         14:00  15:52  1h 52m
6E495    BOM   Mumbai (Chhatrapati Shivaji)        PAT   Patna (Jay Prakash Narayan)         15:30  19:28  3h 58m
6E7663   BOM   Mumbai (Chhatrapati Shivaji)        PAT   Patna (Jay Prakash Narayan)         20:30  23:42  3h 12m
AI6341   BOM   Mumbai (Chhatrapati Shivaji)        SXR   Srinagar (Sheikhul Aalam)           14:15  17:30  3h 15m
AI3644   BOM   Mumbai (Chhatrapati Shivaji)        SXR   Srinagar (Sheikhul Aalam)           21:15  00:43  3h 28m
AI7870   BOM   Mumbai (Chhatrapati Shivaji)        VNS   Varanasi (Lal Bahadur Shastri)      06:00  09:11  3h 11m
AI1039   BOM   Mumbai (Chhatrapati Shivaji)        VNS   Varanasi (Lal Bahadur Shastri)      17:45  19:24  1h 39m
SG6755   DEL   Delhi (Indira Gandhi)               CNN   Kannur                              05:00  05:50  0h 50m
SG2212   DEL   Delhi (Indira Gandhi)               TRZ   Tiruchirappalli                     05:45  08:48  3h 3m
AI1810   DEL   Delhi (Indira Gandhi)               TRV   Thiruvananthapuram                  07:15  11:05  3h 50m
AI8479   DEL   Delhi (Indira Gandhi)               STV   Surat                               07:15  08:17  1h 2m
6E5583   DEL   Delhi (Indira Gandhi)               IXC   Chandigarh                          07:45  11:27  3h 42m
6E6044   DEL   Delhi (Indira Gandhi)               STV   Surat                               07:45  08:41  0h 56m
AI1636   DEL   Delhi (Indira Gandhi)               VTZ   Visakhapatnam                       08:00  11:19  3h 19m
SG5714   DEL   Delhi (Indira Gandhi)               IMF   Imphal                              08:00  11:17  3h 17m
6E7272   DEL   Delhi (Indira Gandhi)               PNQ   Pune                                08:30  12:03  3h 33m
AI8415   DEL   Delhi (Indira Gandhi)               JAI   Jaipur                              08:45  09:56  1h 11m
6E7846   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             09:15  11:48  2h 33m
6E7303   DEL   Delhi (Indira Gandhi)               PNQ   Pune                                10:15  11:17  1h 2m
6E9443   DEL   Delhi (Indira Gandhi)               TRV   Thiruvananthapuram                  10:15  14:05  3h 50m
AI3769   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             10:15  12:54  2h 39m
G8444    DEL   Delhi (Indira Gandhi)               IXM   Madurai                             10:30  11:15  0h 45m
SG2083   DEL   Delhi (Indira Gandhi)               JAI   Jaipur                              10:30  12:52  2h 22m
UK9385   DEL   Delhi (Indira Gandhi)               STV   Surat                               10:45  13:39  2h 54m
6E2967   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             11:45  13:49  2h 4m
AI2340   DEL   Delhi (Indira Gandhi)               TRZ   Tiruchirappalli                     12:15  15:02  2h 47m
SG226    DEL   Delhi (Indira Gandhi)               VTZ   Visakhapatnam                       13:45  14:41  0h 56m
6E7862   DEL   Delhi (Indira Gandhi)               JAI   Jaipur                              14:30  17:06  2h 36m
SG1911   DEL   Delhi (Indira Gandhi)               JAI   Jaipur                              15:15  16:54  1h 39m
UK229    DEL   Delhi (Indira Gandhi)               TRZ   Tiruchirappalli                     15:15  18:14  2h 59m
G86386   DEL   Delhi (Indira Gandhi)               CJB   Coimbatore                          15:30  18:04  2h 34m
AI4450   DEL   Delhi (Indira Gandhi)               TRZ   Tiruchirappalli                     15:45  17:06  1h 21m
6E6082   DEL   Delhi (Indira Gandhi)               IXM   Madurai                             16:00  18:09  2h 9m
AI2264   DEL   Delhi (Indira Gandhi)               IXC   Chandigarh                          16:00  19:48  3h 48m
6E988    DEL   Delhi (Indira Gandhi)               CNN   Kannur                              16:30  18:37  2h 7m
6E9283   DEL   Delhi (Indira Gandhi)               CNN   Kannur                              16:45  18:58  2h 13m
6E7186   DEL   Delhi (Indira Gandhi)               IXE   Mangalore                           17:00  19:16  2h 16m
AI7007   DEL   Delhi (Indira Gandhi)               PNQ   Pune                                17:00  18:01  1h 1m
6E7452   DEL   Delhi (Indira Gandhi)               CCJ   Calicut                             17:15  18:20  1h 5m
AI9909   DEL   Delhi (Indira Gandhi)               IXE   Mangalore                           17:15  19:53  2h 38m
6E503    DEL   Delhi (Indira Gandhi)               MAA   Chennai                             17:45  19:30  1h 45m
AI903    DEL   Delhi (Indira Gandhi)               MAA   Chennai                             18:15  20:06  1h 51m
UK1984   DEL   Delhi (Indira Gandhi)               IMF   Imphal                              18:15  19:14  0h 59m
AI9972   DEL   Delhi (Indira Gandhi)               IXE   Mangalore                           19:30  20:49  1h 19m
UK9210   DEL   Delhi (Indira Gandhi)               CCJ   Calicut                             20:15  23:13  2h 58m
6E4447   DEL   Delhi (Indira Gandhi)               TRV   Thiruvananthapuram                  20:30  22:13  1h 43m
6E2149   DEL   Delhi (Indira Gandhi)               CCJ   Calicut                             21:00  23:35  2h 35m
6E7690   DEL   Delhi (Indira Gandhi)               TRV   Thiruvananthapuram                  21:00  22:54  1h 54m
AI6566   DEL   Delhi (Indira Gandhi)               CCJ   Calicut                             21:00  22:06  1h 6m
6E1449   DEL   Delhi (Indira Gandhi)               PNQ   Pune                                21:30  01:30  4h 0m
6E2179   DEL   Delhi (Indira Gandhi)               CNN   Kannur                              21:45  00:23  2h 38m
6E9843   DEL   Delhi (Indira Gandhi)               IXE   Mangalore                           21:45  01:32  3h 47m
AI4739   DEL   Delhi (Indira Gandhi)               IMF   Imphal                              22:00  01:39  3h 39m
AI4999   DEL   Delhi (Indira Gandhi)               VTZ   Visakhapatnam                       22:15  01:43  3h 28m
AI6206   DEL   Delhi (Indira Gandhi)               CJB   Coimbatore                          22:30  01:48  3h 18m
6E2593   DEL   Delhi (Indira Gandhi)               AMD   Ahmedabad (Sardar Vallabhbhai Pat   16:45  20:31  3h 46m
UK3521   DEL   Delhi (Indira Gandhi)               AMD   Ahmedabad (Sardar Vallabhbhai Pat   22:00  23:48  1h 48m
SG8169   DEL   Delhi (Indira Gandhi)               ATQ   Amritsar (Sri Guru Ram Dass Jee)    06:15  08:51  2h 36m
6E9748   DEL   Delhi (Indira Gandhi)               ATQ   Amritsar (Sri Guru Ram Dass Jee)    08:00  09:52  1h 52m
6E923    DEL   Delhi (Indira Gandhi)               ATQ   Amritsar (Sri Guru Ram Dass Jee)    09:30  13:22  3h 52m
AI3112   DEL   Delhi (Indira Gandhi)               ATQ   Amritsar (Sri Guru Ram Dass Jee)    18:00  19:11  1h 11m
UK272    DEL   Delhi (Indira Gandhi)               BBI   Bhubaneswar (Biju Patnaik)          08:45  11:15  2h 30m
SG2617   DEL   Delhi (Indira Gandhi)               BBI   Bhubaneswar (Biju Patnaik)          09:00  12:39  3h 39m
6E3867   DEL   Delhi (Indira Gandhi)               BBI   Bhubaneswar (Biju Patnaik)          13:45  15:33  1h 48m
AI6891   DEL   Delhi (Indira Gandhi)               BBI   Bhubaneswar (Biju Patnaik)          17:15  19:48  2h 33m
AI6346   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              06:45  08:26  1h 41m
G85292   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              07:15  09:38  2h 23m
SG7252   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              09:00  11:29  2h 29m
6E4579   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              21:15  23:34  2h 19m
AI5152   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              21:30  23:22  1h 52m
6E4392   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        08:00  09:58  1h 58m
AI8311   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        08:45  11:31  2h 46m
SG9717   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        11:45  13:47  2h 2m
6E8684   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        16:45  18:43  1h 58m
6E1856   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        21:45  23:44  1h 59m
SG4905   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   07:15  09:59  2h 44m
6E6234   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   07:30  09:00  1h 30m
UK4591   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   09:00  10:38  1h 38m
6E3932   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   13:00  14:44  1h 44m
AI7035   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   19:30  21:37  2h 7m
AI4932   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   22:15  01:15  3h 0m
6E9412   DEL   Delhi (Indira Gandhi)               COK   Kochi (Cochin)                      10:45  12:57  2h 12m
G85506   DEL   Delhi (Indira Gandhi)               COK   Kochi (Cochin)                      16:45  18:00  1h 15m
UK2222   DEL   Delhi (Indira Gandhi)               COK   Kochi (Cochin)                      21:30  00:31  3h 1m
G84609   DEL   Delhi (Indira Gandhi)               GAU   Guwahati (Lokpriya Gopinath Bordo   09:45  11:46  2h 1m
6E4277   DEL   Delhi (Indira Gandhi)               GAU   Guwahati (Lokpriya Gopinath Bordo   11:00  13:35  2h 35m
AI7435   DEL   Delhi (Indira Gandhi)               GAU   Guwahati (Lokpriya Gopinath Bordo   15:00  16:00  1h 0m
G88881   DEL   Delhi (Indira Gandhi)               GAU   Guwahati (Lokpriya Gopinath Bordo   18:45  22:13  3h 28m
G85721   DEL   Delhi (Indira Gandhi)               GOI   Goa (Dabolim)                       09:45  12:53  3h 8m
UK4859   DEL   Delhi (Indira Gandhi)               GOI   Goa (Dabolim)                       15:45  19:02  3h 17m
6E4902   DEL   Delhi (Indira Gandhi)               GOI   Goa (Dabolim)                       16:15  17:34  1h 19m
G8956    DEL   Delhi (Indira Gandhi)               GOI   Goa (Dabolim)                       16:15  17:10  0h 55m
AI867    DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            05:30  08:01  2h 31m
SG4121   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            10:45  13:18  2h 33m
AI2883   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            17:45  19:31  1h 46m
G8632    DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            20:30  22:36  2h 6m
6E6291   DEL   Delhi (Indira Gandhi)               IDR   Indore (Devi Ahilya Bai Holkar)     09:45  13:18  3h 33m
SG4802   DEL   Delhi (Indira Gandhi)               IDR   Indore (Devi Ahilya Bai Holkar)     11:30  15:04  3h 34m
UK1447   DEL   Delhi (Indira Gandhi)               IDR   Indore (Devi Ahilya Bai Holkar)     12:45  14:51  2h 6m
6E3783   DEL   Delhi (Indira Gandhi)               IDR   Indore (Devi Ahilya Bai Holkar)     22:15  01:15  3h 0m
6E8061   DEL   Delhi (Indira Gandhi)               IXB   Siliguri (Bagdogra)                 17:45  18:31  0h 46m
6E7614   DEL   Delhi (Indira Gandhi)               IXB   Siliguri (Bagdogra)                 20:45  23:12  2h 27m
AI1753   DEL   Delhi (Indira Gandhi)               LKO   Lucknow (Chaudhary Charan Singh)    06:15  09:53  3h 38m
UK874    DEL   Delhi (Indira Gandhi)               LKO   Lucknow (Chaudhary Charan Singh)    06:45  10:38  3h 53m
UK1836   DEL   Delhi (Indira Gandhi)               LKO   Lucknow (Chaudhary Charan Singh)    17:15  20:10  2h 55m
AI9002   DEL   Delhi (Indira Gandhi)               NAG   Nagpur (Dr. Babasaheb Ambedkar)     06:15  07:17  1h 2m
UK1363   DEL   Delhi (Indira Gandhi)               NAG   Nagpur (Dr. Babasaheb Ambedkar)     07:15  09:00  1h 45m
