Daily Indian Domestic Flight Timetable
========================================================================================================================

Flight   From  Departure City                      To    Arrival City                        Dep    Arr    Duration
AI6673   MAA   Chennai                             CCJ   Calicut                             17:45  20:47  3h 2m
6E7502   MAA   Chennai                             STV   Surat                               18:15  20:15  2h 0m
SG3872   MAA   Chennai                             IXC   Chandigarh                          18:30  21:00  2h 30m
6E8636   MAA   Chennai                             IXE   Mangalore                           20:30  21:25  0h 55m
UK5369   MAA   Chennai                             TRZ   Tiruchirappalli                     20:45  22:21  1h 36m
6E6081   MAA   Chennai                             CNN   Kannur                              21:00  23:03  2h 3m
AI9590   MAA   Chennai                             CCJ   Calicut                             21:15  22:04  0h 49m
UK9067   MAA   Chennai                             PNQ   Pune                                21:30  23:42  2h 12m
SG6978   MAA   Chennai                             TRZ   Tiruchirappalli                     21:45  00:09  2h 24m
AI560    MAA   Chennai                             CNN   Kannur                              22:00  00:56  2h 56m
6E1959   MAA   Chennai                             TRV   Thiruvananthapuram                  22:30  00:40  2h 10m
AI6435   BOM   Mumbai (Chhatrapati Shivaji)        CCJ   Calicut                             05:00  06:18  1h 18m
UK4993   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             05:15  07:22  2h 7m
UK5514   BOM   Mumbai (Chhatrapati Shivaji)        TRZ   Tiruchirappalli                     07:00  10:27  3h 27m
AI1591   BOM   Mumbai (Chhatrapati Shivaji)        CJB   Coimbatore                          07:15  09:57  2h 42m
6E5180   BOM   Mumbai (Chhatrapati Shivaji)        IXE   Mangalore                           08:00  11:05  3h 5m
AI498    BOM   Mumbai (Chhatrapati Shivaji)        TRV   Thiruvananthapuram                  08:30  11:21  2h 51m
G87171   BOM   Mumbai (Chhatrapati Shivaji)        STV   Surat                               08:30  09:34  1h 4m
SG5427   BOM   Mumbai (Chhatrapati Shivaji)        JAI   Jaipur                              08:30  09:51  1h 21m
G88785   BOM   Mumbai (Chhatrapati Shivaji)        CCJ   Calicut                             08:45  11:15  2h 30m
G84074   BOM   Mumbai (Chhatrapati Shivaji)        TRV   Thiruvananthapuram                  09:00  10:33  1h 33m
6E8046   BOM   Mumbai (Chhatrapati Shivaji)        IXM   Madurai                             09:15  11:52  2h 37m
SG2758   BOM   Mumbai (Chhatrapati Shivaji)        IXM   Madurai                             10:00  13:58  3h 58m
G8818    BOM   Mumbai (Chhatrapati Shivaji)        CJB   Coimbatore                          10:15  13:17  3h 2m
6E9488   BOM   Mumbai (Chhatrapati Shivaji)        TRZ   Tiruchirappalli                     10:45  14:28  3h 43m
G84196   BOM   Mumbai (Chhatrapati Shivaji)        VTZ   Visakhapatnam                       10:45  14:28  3h 43m
6E578    BOM   Mumbai (Chhatrapati Shivaji)        CCJ   Calicut                             12:15  15:53  3h 38m
6E3541   BOM   Mumbai (Chhatrapati Shivaji)        IXC   Chandigarh                          12:30  15:49  3h 19m
UK3251   BOM   Mumbai (Chhatrapati Shivaji)        JAI   Jaipur                              13:00  15:43  2h 43m
SG9880   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             13:15  15:28  2h 13m
6E4101   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             13:30  15:13  1h 43m
UK6148   BOM   Mumbai (Chhatrapati Shivaji)        IXE   Mangalore                           13:30  16:00  2h 30m
AI5262   BOM   Mumbai (Chhatrapati Shivaji)        CNN   Kannur                              13:45  17:08  3h 23m
6E2448   BOM   Mumbai (Chhatrapati Shivaji)        PNQ   Pune                                14:15  17:17  3h 2m
6E1556   BOM   Mumbai (Chhatrapati Shivaji)        PNQ   Pune                                14:30  15:26  0h 56m
6E8686   BOM   Mumbai (Chhatrapati Shivaji)        CNN   Kannur                              14:30  17:21  2h 51m
UK1026   BOM   Mumbai (Chhatrapati Shivaji)        VTZ   Visakhapatnam                       14:30  17:59  3h 29m
6E3547   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             15:00  17:08  2h 8m
6E702    BOM   Mumbai (Chhatrapati Shivaji)        CCJ   Calicut                             15:00  17:30  2h 30m
6E3026   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             15:30  17:20  1h 50m
UK7283   BOM   Mumbai (Chhatrapati Shivaji)        JAI   Jaipur                              15:30  16:32  1h 2m
G86544   BOM   Mumbai (Chhatrapati Shivaji)        TRZ   Tiruchirappalli                     16:15  19:15  3h 0m
SG9427   BOM   Mumbai (Chhatrapati Shivaji)        CNN   Kannur                              17:00  17:58  0h 58m
6E1726   BOM   Mumbai (Chhatrapati Shivaji)        TRV   Thiruvananthapuram                  18:00  20:14  2h 14m
G87667   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             18:30  21:20  2h 50m
SG8455   BOM   Mumbai (Chhatrapati Shivaji)        CJB   Coimbatore                          18:30  22:06  3h 36m
UK356    BOM   Mumbai (Chhatrapati Shivaji)        CNN   Kannur                              18:30  19:22  0h 52m
AI7784   BOM   Mumbai (Chhatrapati Shivaji)        VTZ   Visakhapatnam                       18:45  20:41  1h 56m
SG3506   BOM   Mumbai (Chhatrapati Shivaji)        IXM   Madurai                             18:45  20:16  1h 31m
SG6806   BOM   Mumbai (Chhatrapati Shivaji)        STV   Surat                               18:45  20:18  1h 33m
AI9973   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             20:30  22:00  1h 30m
AI9806   BOM   Mumbai (Chhatrapati Shivaji)        IXC   Chandigarh                          21:00  00:12  3h 12m
SG3150   BOM   Mumbai (Chhatrapati Shivaji)        IMF   Imphal                              22:00  01:57  3h 57m
6E7790   BOM   Mumbai (Chhatrapati Shivaji)        IMF   Imphal                              22:15  23:03  0h 48m
UK975    BOM   Mumbai (Chhatrapati Shivaji)        VTZ   Visakhapatnam                       22:15  23:43  1h 28m
6E4743   BOM   Mumbai (Chhatrapati Shivaji)        TRZ   Tiruchirappalli                     22:30  02:14  3h 44m
UK3122   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             22:45  00:25  1h 40m
G88340   BOM   Mumbai (Chhatrapati Shivaji)        AMD   Ahmedabad (Sardar Vallabhbhai Pat   10:00  10:46  0h 46m
SG3328   BOM   Mumbai (Chhatrapati Shivaji)        AMD   Ahmedabad (Sardar Vallabhbhai Pat   17:45  20:32  2h 47m
UK6627   BOM   Mumbai (Chhatrapati Shivaji)        AMD   Ahmedabad (Sardar Vallabhbhai Pat   18:00  21:22  3h 22m
AI6821   BOM   Mumbai (Chhatrapati Shivaji)        ATQ   Amritsar (Sri Guru Ram Dass Jee)    12:15  13:18  1h 3m
SG3502   BOM   Mumbai (Chhatrapati Shivaji)        ATQ   Amritsar (Sri Guru Ram Dass Jee)    13:00  16:18  3h 18m
UK5990   BOM   Mumbai (Chhatrapati Shivaji)        ATQ   Amritsar (Sri Guru Ram Dass Jee)    21:15  22:25  1h 10m
UK2317   BOM   Mumbai (Chhatrapati Shivaji)        ATQ   Amritsar (Sri Guru Ram Dass Jee)    21:45  00:32  2h 47m
SG6233   BOM   Mumbai (Chhatrapati Shivaji)        BBI   Bhubaneswar (Biju Patnaik)          07:45  09:19  1h 34m
UK1346   BOM   Mumbai (Chhatrapati Shivaji)        BBI   Bhubaneswar (Biju Patnaik)          15:30  17:58  2h 28m
G88468   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              05:30  07:06  1h 36m
AI265    BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              06:00  08:25  2h 25m
UK1139   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              07:15  08:51  1h 36m
SG9616   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              17:45  20:12  2h 27m
AI3285   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              18:30  21:16  2h 46m
AI4952   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   05:30  07:17  1h 47m
AI8373   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   09:45  12:28  2h 43m
6E9574   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   14:00  16:30  2h 30m
SG3463   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   15:15  18:15  3h 0m
AI5175   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   22:30  00:55  2h 25m
6E6430   BOM   Mumbai (Chhatrapati Shivaji)        COK   Kochi (Cochin)                      21:15  00:08  2h 53m
G81005   BOM   Mumbai (Chhatrapati Shivaji)        COK   Kochi (Cochin)                      22:30  23:37  1h 7m
AI3108   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               09:00  11:48  2h 48m
AI1380   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               11:45  13:41  1h 56m
G84687   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               17:00  19:24  2h 24m
UK9322   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               19:15  21:58  2h 43m
AI8588   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               20:45  22:37  1h 52m
AI6059   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               22:30  00:06  1h 36m
AI3591   BOM   Mumbai (Chhatrapati Shivaji)        GAU   Guwahati (Lokpriya Gopinath Bordo   14:00  17:51  3h 51m
G87474   BOM   Mumbai (Chhatrapati Shivaji)        GAU   Guwahati (Lokpriya Gopinath Bordo   15:45  16:55  1h 10m
6E4155   BOM   Mumbai (Chhatrapati Shivaji)        GAU   Guwahati (Lokpriya Gopinath Bordo   18:30  22:06  3h 36m
SG2172   BOM   Mumbai (Chhatrapati Shivaji)        GAU   Guwahati (Lokpriya Gopinath Bordo   23:00  00:59  1h 59m
AI7894   BOM   Mumbai (Chhatrapati Shivaji)        GOI   Goa (Dabolim)                       08:15  09:47  1h 32m
SG944    BOM   Mumbai (Chhatrapati Shivaji)        GOI   Goa (Dabolim)                       15:00  17:17  2h 17m
UK1774   BOM   Mumbai (Chhatrapati Shivaji)        GOI   Goa (Dabolim)                       20:45  22:23  1h 38m
SG9950   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            05:45  08:27  2h 42m
SG6578   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            10:00  12:09  2h 9m
UK2275   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            11:30  13:34  2h 4m
6E8908   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            12:30  15:04  2h 34m
AI947    BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            13:45  15:20  1h 35m
UK4083   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            15:15  17:15  2h 0m
6E9594   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            19:15  22:03  2h 48m
G88244   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            21:15  23:12  1h 57m
AI4447   BOM   Mumbai (Chhatrapati Shivaji)        IDR   Indore (Devi Ahilya Bai Holkar)     09:00  11:19  2h 19m
UK6891   BOM   Mumbai (Chhatrapati Shivaji)        IDR   Indore (Devi Ahilya Bai Holkar)     12:30  13:30  1h 0m
6E5380   BOM   Mumbai (Chhatrapati Shivaji)        IDR   Indore (Devi Ahilya Bai Holkar)     15:45  17:55  2h 10m
G87915   BOM   Mumbai (Chhatrapati Shivaji)        IDR   Indore (Devi Ahilya Bai Holkar)     20:30  22:17  1h 47m
AI8657   BOM   Mumbai (Chhatrapati Shivaji)        IXB   Siliguri (Bagdogra)                 13:30  14:29  0h 59m
6E8765   BOM   Mumbai (Chhatrapati Shivaji)        IXB   Siliguri (Bagdogra)                 15:15  18:32  3h 17m
UK3631   BOM   Mumbai (Chhatrapati Shivaji)        IXB   Siliguri (Bagdogra)                 21:45  23:32  1h 47m
AI3596   BOM   Mumbai (Chhatrapati Shivaji)        IXB   Siliguri (Bagdogra)                 23:00  02:10  3h 10m
G85203   BOM   Mumbai (Chhatrapati Shivaji)        LKO   Lucknow (Chaudhary Charan Singh)    07:00  10:30  3h 30m
6E7962   BOM   Mumbai (Chhatrapati Shivaji)        LKO   Lucknow (Chaudhary Charan Singh)    09:15  12:24  3h 9m
6E6708   BOM   Mumbai (Chhatrapati Shivaji)        LKO   Lucknow (Chaudhary Charan Singh)    17:00  19:20  2h 20m
SG8455   BOM   Mumbai (Chhatrapati Shivaji)        LKO   Lucknow (Chaudhary Charan Singh)    17:00  19:00  2h 0m
AI8774   BOM   Mumbai (Chhatrapati Shivaji)        NAG   Nagpur (Dr. Babasaheb Ambedkar)     05:30  08:48  3h 18m
AI4473   BOM   Mumbai (Chhatrapati Shivaji)        NAG   Nagpur (Dr. Babasaheb Ambedkar)     20:15  21:35  1h 20m
6E9856   BOM   Mumbai (Chhatrapati Shivaji)        PAT   Patna (Jay Prakash Narayan)         06:45  08:03  1h 18m
SG2765   BOM   Mumbai (Chhatrapati Shivaji)        PAT   Patna (Jay Prakash Narayan)         11:30  13:42  2h 12m
AI7595   BOM   Mumbai (Chhatrapati Shivaji)        PAT   Patna (Jay Prakash Narayan)         16:15  19:31  3h 16m
UK9807   BOM   Mumbai (Chhatrapati Shivaji)        PAT   Patna (Jay Prakash Narayan)         18:30  20:50  2h 20m
6E8516   BOM   Mumbai (Chhatrapati Shivaji)        SXR   Srinagar (Sheikhul Aalam)           05:15  06:55  1h 40m
6E8749   BOM   Mumbai (Chhatrapati Shivaji)        SXR   Srinagar (Sheikhul Aalam)           11:30  15:17  3h 47m
G81040   BOM   Mumbai (Chhatrapati Shivaji)        SXR   Srinagar (Sheikhul Aalam)           12:30  14:34  2h 4m
6E300    BOM   Mumbai (Chhatrapati Shivaji)        SXR   Srinagar (Sheikhul Aalam)           16:00  17:29  1h 29m
G87272   BOM   Mumbai (Chhatrapati Shivaji)        VNS   Varanasi (Lal Bahadur Shastri)      09:45  10:56  1h 11m
AI9672   BOM   Mumbai (Chhatrapati Shivaji)        VNS   Varanasi (Lal Bahadur Shastri)      12:00  13:32  1h 32m
G87176   BOM   Mumbai (Chhatrapati Shivaji)        VNS   Varanasi (Lal Bahadur Shastri)      20:00  23:17  3h 17m
6E739    NAG   Nagpur (Dr. Babasaheb Ambedkar)     COK   Kochi (Cochin)                      09:45  11:44  1h 59m
AI7749   DEL   Delhi (Indira Gandhi)               IMF   Imphal                              05:15  08:35  3h 20m
SG3928   DEL   Delhi (Indira Gandhi)               STV   Surat                               05:15  07:48  2h 33m
G84825   DEL   Delhi (Indira Gandhi)               JAI   Jaipur                              06:15  09:12  2h 57m
6E8019   DEL   Delhi (Indira Gandhi)               TRV   Thiruvananthapuram                  07:00  08:51  1h 51m
6E3445   DEL   Delhi (Indira Gandhi)               CNN   Kannur                              07:15  10:41  3h 26m
SG2494   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             07:15  09:28  2h 13m
UK3465   DEL   Delhi (Indira Gandhi)               IMF   Imphal                              07:45  09:49  2h 4m
G89232   DEL   Delhi (Indira Gandhi)               CJB   Coimbatore                          08:30  11:33  3h 3m
6E5977   DEL   Delhi (Indira Gandhi)               IXE   Mangalore                           10:15  11:08  0h 53m
6E6425   DEL   Delhi (Indira Gandhi)               IXM   Madurai                             10:15  12:45  2h 30m
AI3643   DEL   Delhi (Indira Gandhi)               VTZ   Visakhapatnam                       10:15  11:44  1h 29m
SG1670   DEL   Delhi (Indira Gandhi)               CNN   Kannur                              11:15  14:12  2h 57m
6E5246   DEL   Delhi (Indira Gandhi)               PNQ   Pune                                11:30  14:43  3h 13m
6E7198   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             11:45  14:31  2h 46m
G89651   DEL   Delhi (Indira Gandhi)               TRV   Thiruvananthapuram                  11:45  12:46  1h 1m
UK6972   DEL   Delhi (Indira Gandhi)               PNQ   Pune                                12:15  14:49  2h 34m
AI800    DEL   Delhi (Indira Gandhi)               JAI   Jaipur                              12:30  14:30  2h 0m
6E2507   DEL   Delhi (Indira Gandhi)               IXC   Chandigarh                          12:45  16:23  3h 38m
G8915    DEL   Delhi (Indira Gandhi)               TRV   Thiruvananthapuram                  12:45  15:52  3h 7m
SG3381   DEL   Delhi (Indira Gandhi)               CCJ   Calicut                             12:45  16:01  3h 16m
6E546    DEL   Delhi (Indira Gandhi)               CNN   Kannur                              13:00  15:00  2h 0m
UK3896   DEL   Delhi (Indira Gandhi)               STV   Surat                               13:00  14:08  1h 8m
UK4232   DEL   Delhi (Indira Gandhi)               TRZ   Tiruchirappalli                     13:15  15:37  2h 22m
6E6399   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             13:45  16:08  2h 23m
SG8016   DEL   Delhi (Indira Gandhi)               CCJ   Calicut                             13:45  14:58  1h 13m
6E1095   DEL   Delhi (Indira Gandhi)               IXC   Chandigarh                          14:00  16:06  2h 6m
AI7123   DEL   Delhi (Indira Gandhi)               IXE   Mangalore                           14:00  16:19  2h 19m
AI8716   DEL   Delhi (Indira Gandhi)               VTZ   Visakhapatnam                       14:15  16:57  2h 42m
UK4111   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             15:15  17:06  1h 51m
AI2509   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             15:30  18:09  2h 39m
6E9434   DEL   Delhi (Indira Gandhi)               JAI   Jaipur                              16:00  18:41  2h 41m
AI2374   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             17:00  19:33  2h 33m
6E3011   DEL   Delhi (Indira Gandhi)               TRZ   Tiruchirappalli                     17:15  19:47  2h 32m
AI1385   DEL   Delhi (Indira Gandhi)               IXE   Mangalore                           17:30  20:43  3h 13m
AI1586   DEL   Delhi (Indira Gandhi)               IMF   Imphal                              17:30  18:26  0h 56m
G85214   DEL   Delhi (Indira Gandhi)               CCJ   Calicut                             17:45  20:02  2h 17m
G86739   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             18:00  19:49  1h 49m
UK8937   DEL   Delhi (Indira Gandhi)               CJB   Coimbatore                          19:00  20:20  1h 20m
SG3570   DEL   Delhi (Indira Gandhi)               CNN   Kannur                              19:30  22:20  2h 50m
6E414    DEL   Delhi (Indira Gandhi)               CJB   Coimbatore                          19:45  21:16  1h 31m
AI7362   DEL   Delhi (Indira Gandhi)               CCJ   Calicut                             20:15  22:02  1h 47m
G86780   DEL   Delhi (Indira Gandhi)               VTZ   Visakhapatnam                       20:30  00:13  3h 43m
6E1235   DEL   Delhi (Indira Gandhi)               STV   Surat                               21:00  00:14  3h 14m
AI469    DEL   Delhi (Indira Gandhi)               MAA   Chennai                             21:00  23:41  2h 41m
AI543    DEL   Delhi (Indira Gandhi)               TRV   Thiruvananthapuram                  21:00  00:07  3h 7m
UK4696   DEL   Delhi (Indira Gandhi)               CJB   Coimbatore                          22:00  01:32  3h 32m
SG1377   DEL   Delhi (Indira Gandhi)               JAI   Jaipur                              22:15  23:09  0h 54m
UK5601   DEL   Delhi (Indira Gandhi)               IMF   Imphal                              22:30  00:47  2h 17m
AI3828   DEL   Delhi (Indira Gandhi)               IXM   Madurai                             23:00  02:29  3h 29m
G8800    DEL   Delhi (Indira Gandhi)               AMD   Ahmedabad (Sardar Vallabhbhai Pat   11:30  14:58  3h 28m
UK2262   DEL   Delhi (Indira Gandhi)               AMD   Ahmedabad (Sardar Vallabhbhai Pat   17:30  19:30  2h 0m
G82437   DEL   Delhi (Indira Gandhi)               AMD   Ahmedabad (Sardar Vallabhbhai Pat   18:00  20:09  2h 9m
UK7652   DEL   Delhi (Indira Gandhi)               AMD   Ahmedabad (Sardar Vallabhbhai Pat   22:45  00:41  1h 56m
6E4756   DEL   Delhi (Indira Gandhi)               ATQ   Amritsar (Sri Guru Ram Dass Jee)    18:00  21:18  3h 18m
SG3533   DEL   Delhi (Indira Gandhi)               ATQ   Amritsar (Sri Guru Ram Dass Jee)    22:30  02:09  3h 39m
G84800   DEL   Delhi (Indira Gandhi)               BBI   Bhubaneswar (Biju Patnaik)          08:15  11:02  2h 47m
6E2614   DEL   Delhi (Indira Gandhi)               BBI   Bhubaneswar (Biju Patnaik)          13:15  15:07  1h 52m
AI204    DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              05:00  06:45  1h 45m
AI1525   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              07:15  09:33  2h 18m
6E5641   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              16:30  18:53  2h 23m
6E5170   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              18:00  19:48  1h 48m
UK259    DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              22:00  00:36  2h 36m
6E3256   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              22:45  00:18  1h 33m
6E5355   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        06:45  08:18  1h 33m
SG5764   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        09:45  12:05  2h 20m
6E6462   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        17:00  19:05  2h 5m
6E6852   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        17:15  19:06  1h 51m
6E8892   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        18:15  20:43  2h 28m
UK2887   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        19:15  22:00  2h 45m
G86384   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        21:45  00:26  2h 41m
SG2676   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   11:00  13:07  2h 7m
6E3932   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   11:30  14:02  2h 32m
UK7548   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   12:00  14:55  2h 55m
6E3801   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   14:45  16:37  1h 52m
6E7374   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   19:45  21:38  1h 53m
UK8218   DEL   Delhi (Indira Gandhi)               COK   Kochi (Cochin)                      06:00  08:33  2h 33m
SG3775   DEL   Delhi (Indira Gandhi)               COK   Kochi (Cochin)                      14:45  16:29  1h 44m
AI9286   DEL   Delhi (Indira Gandhi)               GAU   Guwahati (Lokpriya Gopinath Bordo   13:45  16:35  2h 50m
AI6104   DEL   Delhi (Indira Gandhi)               GAU   Guwahati (Lokpriya Gopinath Bordo   23:00  02:34  3h 34m
AI8562   DEL   Delhi (Indira Gandhi)               GOI   Goa (Dabolim)                       09:45  12:05  2h 20m
AI3520   DEL   Delhi (Indira Gandhi)               GOI   Goa (Dabolim)                       10:15  13:10  2h 55m
AI6236   DEL   Delhi (Indira Gandhi)               GOI   Goa (Dabolim)                       13:15  15:39  2h 24m
SG7206   DEL   Delhi (Indira Gandhi)               GOI   Goa (Dabolim)                       15:30  18:42  3h 12m
G88136   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            07:30  10:23  2h 53m
UK4363   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            08:00  10:47  2h 47m
UK2022   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            09:00  11:46  2h 46m
SG9288   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            12:45  14:26  1h 41m
6E3965   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            14:00  16:53  2h 53m
6E2280   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            21:30  00:21  2h 51m
G88205   DEL   Delhi (Indira Gandhi)               IDR   Indore (Devi Ahilya Bai Holkar)     06:45  10:31  3h 46m
UK7670   DEL   Delhi (Indira Gandhi)               IDR   Indore (Devi Ahilya Bai Holkar)     10:15  13:58  3h 43m
UK186    DEL   Delhi (Indira Gandhi)               IDR   Indore (Devi Ahilya Bai Holkar)     19:45  22:33  2h 48m
6E5436   DEL   Delhi (Indira Gandhi)               IXB   Siliguri (Bagdogra)                 15:30  16:28  0h 58m
6E2420   DEL   Delhi (Indira Gandhi)               IXB   Siliguri (Bagdogra)                 16:15  18:33  2h 18m
AI651    DEL   Delhi (Indira Gandhi)               IXB   Siliguri (Bagdogra)                 16:45  20:11  3h 26m
AI5466   DEL   Delhi (Indira Gandhi)               IXB   Siliguri (Bagdogra)                 17:45  20:53  3h 8m
UK7535   DEL   Delhi (Indira Gandhi)               LKO   Lucknow (Chaudhary Charan Singh)    15:00  16:54  1h 54m
UK196    DEL   Delhi (Indira Gandhi)               LKO   Lucknow (Chaudhary Charan Singh)    18:00  20:09  2h 9m
UK2717   DEL   Delhi (Indira Gandhi)               NAG   Nagpur (Dr. Babasaheb Ambedkar)     12:30  15:39  3h 9m
