Daily Indian Domestic Flight Timetable
========================================================================================================================

Flight   From  Departure City                      To    Arrival City                        Dep    Arr    Duration
AI6136   MAA   Chennai                             CNN   Kannur                              18:15  19:14  0h 59m
AI3157   MAA   Chennai                             IXC   Chandigarh                          18:30  20:03  1h 33m
UK8347   MAA   Chennai                             IXM   Madurai                             18:30  21:14  2h 44m
AI8327   MAA   Chennai                             CNN   Kannur                              19:00  22:16  3h 16m
6E1550   MAA   Chennai                             IXE   Mangalore                           19:15  22:06  2h 51m
6E8353   MAA   Chennai                             IXC   Chandigarh                          19:15  23:14  3h 59m
6E1966   MAA   Chennai                             VTZ   Visakhapatnam                       21:45  01:02  3h 17m
UK6341   MAA   Chennai                             IXC   Chandigarh                          22:00  01:36  3h 36m
UK370    MAA   Chennai                             IXE   Mangalore                           22:30  02:30  4h 0m
AI797    MAA   Chennai                             VTZ   Visakhapatnam                       23:00  02:24  3h 24m
6E563    BOM   Mumbai (Chhatrapati Shivaji)        IXE   Mangalore                           05:00  08:25  3h 25m
6E1575   BOM   Mumbai (Chhatrapati Shivaji)        JAI   Jaipur                              06:30  08:37  2h 7m
SG5325   BOM   Mumbai (Chhatrapati Shivaji)        TRV   Thiruvananthapuram                  06:30  07:27  0h 57m
G84028   BOM   Mumbai (Chhatrapati Shivaji)        IXM   Madurai                             06:45  08:46  2h 1m
SG339    BOM   Mumbai (Chhatrapati Shivaji)        JAI   Jaipur                              06:45  08:21  1h 36m
G8983    BOM   Mumbai (Chhatrapati Shivaji)        CNN   Kannur                              07:15  09:52  2h 37m
SG5578   BOM   Mumbai (Chhatrapati Shivaji)        TRV   Thiruvananthapuram                  07:15  10:22  3h 7m
G85799   BOM   Mumbai (Chhatrapati Shivaji)        STV   Surat                               08:00  11:32  3h 32m
UK1041   BOM   Mumbai (Chhatrapati Shivaji)        CJB   Coimbatore                          08:15  09:46  1h 31m
AI4120   BOM   Mumbai (Chhatrapati Shivaji)        PNQ   Pune                                08:30  10:26  1h 56m
SG7239   BOM   Mumbai (Chhatrapati Shivaji)        IXM   Madurai                             08:30  11:21  2h 51m
AI2789   BOM   Mumbai (Chhatrapati Shivaji)        VTZ   Visakhapatnam                       09:00  12:00  3h 0m
SG1453   BOM   Mumbai (Chhatrapati Shivaji)        IXE   Mangalore                           09:00  11:09  2h 9m
UK575    BOM   Mumbai (Chhatrapati Shivaji)        IXC   Chandigarh                          10:00  12:36  2h 36m
6E8370   BOM   Mumbai (Chhatrapati Shivaji)        IMF   Imphal                              10:15  11:24  1h 9m
G81220   BOM   Mumbai (Chhatrapati Shivaji)        IMF   Imphal                              10:30  12:30  2h 0m
6E792    BOM   Mumbai (Chhatrapati Shivaji)        JAI   Jaipur                              10:45  11:51  1h 6m
UK787    BOM   Mumbai (Chhatrapati Shivaji)        TRZ   Tiruchirappalli                     11:15  13:54  2h 39m
UK1689   BOM   Mumbai (Chhatrapati Shivaji)        IXE   Mangalore                           13:15  15:34  2h 19m
SG3241   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             13:30  15:05  1h 35m
UK8245   BOM   Mumbai (Chhatrapati Shivaji)        TRV   Thiruvananthapuram                  14:15  15:52  1h 37m
AI1244   BOM   Mumbai (Chhatrapati Shivaji)        VTZ   Visakhapatnam                       14:45  17:24  2h 39m
6E7667   BOM   Mumbai (Chhatrapati Shivaji)        CNN   Kannur                              15:00  16:43  1h 43m
AI2506   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             15:00  16:39  1h 39m
SG1130   BOM   Mumbai (Chhatrapati Shivaji)        STV   Surat                               16:00  17:10  1h 10m
UK1491   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             16:45  19:41  2h 56m
SG7735   BOM   Mumbai (Chhatrapati Shivaji)        JAI   Jaipur                              17:00  20:41  3h 41m
6E6183   BOM   Mumbai (Chhatrapati Shivaji)        CJB   Coimbatore                          17:45  18:32  0h 47m
AI366    BOM   Mumbai (Chhatrapati Shivaji)        IMF   Imphal                              18:00  18:56  0h 56m
6E1454   BOM   Mumbai (Chhatrapati Shivaji)        IXC   Chandigarh                          18:30  20:32  2h 2m
AI8512   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             18:45  21:29  2h 44m
G84480   BOM   Mumbai (Chhatrapati Shivaji)        CCJ   Calicut                             19:30  23:29  3h 59m
AI1855   BOM   Mumbai (Chhatrapati Shivaji)        IXC   Chandigarh                          19:45  22:37  2h 52m
UK6659   BOM   Mumbai (Chhatrapati Shivaji)        TRZ   Tiruchirappalli                     20:00  22:21  2h 21m
6E676    BOM   Mumbai (Chhatrapati Shivaji)        CCJ   Calicut                             20:15  21:28  1h 13m
6E4143   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             20:30  22:16  1h 46m
6E628    BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             20:45  22:38  1h 53m
6E6365   BOM   Mumbai (Chhatrapati Shivaji)        PNQ   Pune                                21:00  23:46  2h 46m
6E383    BOM   Mumbai (Chhatrapati Shivaji)        VTZ   Visakhapatnam                       21:15  00:38  3h 23m
SG805    BOM   Mumbai (Chhatrapati Shivaji)        IMF   Imphal                              21:15  22:50  1h 35m
UK7981   BOM   Mumbai (Chhatrapati Shivaji)        CNN   Kannur                              21:30  23:19  1h 49m
AI3765   BOM   Mumbai (Chhatrapati Shivaji)        PNQ   Pune                                22:00  00:24  2h 24m
UK8548   BOM   Mumbai (Chhatrapati Shivaji)        VTZ   Visakhapatnam                       22:00  23:31  1h 31m
G82648   BOM   Mumbai (Chhatrapati Shivaji)        IXM   Madurai                             22:30  00:09  1h 39m
SG9512   BOM   Mumbai (Chhatrapati Shivaji)        CCJ   Calicut                             22:45  02:20  3h 35m
UK9547   BOM   Mumbai (Chhatrapati Shivaji)        IXC   Chandigarh                          23:00  01:59  2h 59m
6E7570   BOM   Mumbai (Chhatrapati Shivaji)        AMD   Ahmedabad (Sardar Vallabhbhai Pat   05:15  08:02  2h 47m
UK906    BOM   Mumbai (Chhatrapati Shivaji)        AMD   Ahmedabad (Sardar Vallabhbhai Pat   13:00  15:53  2h 53m
UK3066   BOM   Mumbai (Chhatrapati Shivaji)        AMD   Ahmedabad (Sardar Vallabhbhai Pat   13:30  16:33  3h 3m
UK5229   BOM   Mumbai (Chhatrapati Shivaji)        AMD   Ahmedabad (Sardar Vallabhbhai Pat   20:00  22:08  2h 8m
AI5422   BOM   Mumbai (Chhatrapati Shivaji)        ATQ   Amritsar (Sri Guru Ram Dass Jee)    06:45  07:46  1h 1m
6E8896   BOM   Mumbai (Chhatrapati Shivaji)        ATQ   Amritsar (Sri Guru Ram Dass Jee)    17:00  20:42  3h 42m
SG286    BOM   Mumbai (Chhatrapati Shivaji)        ATQ   Amritsar (Sri Guru Ram Dass Jee)    22:00  23:14  1h 14m
6E2843   BOM   Mumbai (Chhatrapati Shivaji)        BBI   Bhubaneswar (Biju Patnaik)          05:45  08:34  2h 49m
6E631    BOM   Mumbai (Chhatrapati Shivaji)        BBI   Bhubaneswar (Biju Patnaik)          09:00  10:47  1h 47m
6E4584   BOM   Mumbai (Chhatrapati Shivaji)        BBI   Bhubaneswar (Biju Patnaik)          11:30  15:10  3h 40m
AI1774   BOM   Mumbai (Chhatrapati Shivaji)        BBI   Bhubaneswar (Biju Patnaik)          11:45  14:59  3h 14m
6E7744   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              14:00  15:58  1h 58m
AI114    BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              16:00  18:19  2h 19m
SG6486   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              20:15  23:01  2h 46m
G84916   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              21:15  23:46  2h 31m
SG9641   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   06:45  08:56  2h 11m
AI7559   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   10:30  13:11  2h 41m
6E7722   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   18:45  21:01  2h 16m
6E3881   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   20:00  22:25  2h 25m
UK6729   BOM   Mumbai (Chhatrapati Shivaji)        COK   Kochi (Cochin)                      05:45  09:00  3h 15m
6E1337   BOM   Mumbai (Chhatrapati Shivaji)        COK   Kochi (Cochin)                      11:00  13:04  2h 4m
UK6969   BOM   Mumbai (Chhatrapati Shivaji)        COK   Kochi (Cochin)                      12:45  13:40  0h 55m
6E2352   BOM   Mumbai (Chhatrapati Shivaji)        COK   Kochi (Cochin)                      16:15  19:55  3h 40m
UK4482   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               10:15  12:47  2h 32m
UK1259   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               12:15  13:57  1h 42m
SG6769   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               13:30  15:50  2h 20m
6E6601   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               19:30  22:14  2h 44m
UK3580   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               22:15  01:07  2h 52m
6E7743   BOM   Mumbai (Chhatrapati Shivaji)        GAU   Guwahati (Lokpriya Gopinath Bordo   20:00  20:48  0h 48m
UK2718   BOM   Mumbai (Chhatrapati Shivaji)        GAU   Guwahati (Lokpriya Gopinath Bordo   20:15  21:39  1h 24m
UK5135   BOM   Mumbai (Chhatrapati Shivaji)        GOI   Goa (Dabolim)                       18:30  21:02  2h 32m
6E6663   BOM   Mumbai (Chhatrapati Shivaji)        GOI   Goa (Dabolim)                       20:45  00:19  3h 34m
AI3927   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            06:15  08:00  1h 45m
AI1440   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            07:00  08:58  1h 58m
AI3488   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            11:45  14:31  2h 46m
G81754   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            12:15  14:19  2h 4m
UK9230   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            16:45  19:41  2h 56m
AI3636   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            20:30  22:19  1h 49m
SG3840   BOM   Mumbai (Chhatrapati Shivaji)        IDR   Indore (Devi Ahilya Bai Holkar)     09:00  12:56  3h 56m
6E9551   BOM   Mumbai (Chhatrapati Shivaji)        IDR   Indore (Devi Ahilya Bai Holkar)     11:45  14:59  3h 14m
UK2244   BOM   Mumbai (Chhatrapati Shivaji)        IDR   Indore (Devi Ahilya Bai Holkar)     12:00  14:17  2h 17m
UK7370   BOM   Mumbai (Chhatrapati Shivaji)        IDR   Indore (Devi Ahilya Bai Holkar)     13:30  17:30  4h 0m
SG4163   BOM   Mumbai (Chhatrapati Shivaji)        IXB   Siliguri (Bagdogra)                 08:15  10:37  2h 22m
6E6625   BOM   Mumbai (Chhatrapati Shivaji)        IXB   Siliguri (Bagdogra)                 13:00  15:55  2h 55m
UK9252   BOM   Mumbai (Chhatrapati Shivaji)        LKO   Lucknow (Chaudhary Charan Singh)    12:30  14:51  2h 21m
6E3233   BOM   Mumbai (Chhatrapati Shivaji)        LKO   Lucknow (Chaudhary Charan Singh)    17:00  19:11  2h 11m
AI4246   BOM   Mumbai (Chhatrapati Shivaji)        NAG   Nagpur (Dr. Babasaheb Ambedkar)     07:00  09:14  2h 14m
AI1714   BOM   Mumbai (Chhatrapati Shivaji)        NAG   Nagpur (Dr. Babasaheb Ambedkar)     20:45  22:25  1h 40m
UK1452   BOM   Mumbai (Chhatrapati Shivaji)        PAT   Patna (Jay Prakash Narayan)         09:45  11:38  1h 53m
G8423    BOM   Mumbai (Chhatrapati Shivaji)        PAT   Patna (Jay Prakash Narayan)         12:00  13:10  1h 10m
SG6228   BOM   Mumbai (Chhatrapati Shivaji)        PAT   Patna (Jay Prakash Narayan)         12:00  15:52  3h 52m
6E2938   BOM   Mumbai (Chhatrapati Shivaji)        SXR   Srinagar (Sheikhul Aalam)           07:15  09:30  2h 15m
UK1369   BOM   Mumbai (Chhatrapati Shivaji)        SXR   Srinagar (Sheikhul Aalam)           10:00  12:24  2h 24m
SG3607   BOM   Mumbai (Chhatrapati Shivaji)        SXR   Srinagar (Sheikhul Aalam)           19:30  21:54  2h 24m
UK3353   BOM   Mumbai (Chhatrapati Shivaji)        VNS   Varanasi (Lal Bahadur Shastri)      18:15  21:03  2h 48m
AI4203   BOM   Mumbai (Chhatrapati Shivaji)        VNS   Varanasi (Lal Bahadur Shastri)      21:00  21:55  0h 55m
6E170    DEL   Delhi (Indira Gandhi)               CNN   Kannur                              05:45  07:43  1h 58m
AI2722   DEL   Delhi (Indira Gandhi)               JAI   Jaipur                              06:00  07:58  1h 58m
G8303    DEL   Delhi (Indira Gandhi)               IXC   Chandigarh                          06:15  09:50  3h 35m
UK7589   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             06:30  08:05  1h 35m
UK3115   DEL   Delhi (Indira Gandhi)               CJB   Coimbatore                          06:45  08:55  2h 10m
SG1287   DEL   Delhi (Indira Gandhi)               IXC   Chandigarh                          07:15  08:47  1h 32m
6E2139   DEL   Delhi (Indira Gandhi)               IXC   Chandigarh                          08:00  09:25  1h 25m
AI4768   DEL   Delhi (Indira Gandhi)               CJB   Coimbatore                          08:30  10:24  1h 54m
G8988    DEL   Delhi (Indira Gandhi)               IXM   Madurai                             08:30  11:46  3h 16m
6E1989   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             09:00  10:53  1h 53m
6E3506   DEL   Delhi (Indira Gandhi)               PNQ   Pune                                09:00  12:36  3h 36m
SG5610   DEL   Delhi (Indira Gandhi)               STV   Surat                               09:00  12:29  3h 29m
6E4826   DEL   Delhi (Indira Gandhi)               VTZ   Visakhapatnam                       09:30  10:48  1h 18m
6E6218   DEL   Delhi (Indira Gandhi)               PNQ   Pune                                09:30  11:13  1h 43m
SG7730   DEL   Delhi (Indira Gandhi)               IXE   Mangalore                           09:30  12:56  3h 26m
G88315   DEL   Delhi (Indira Gandhi)               TRV   Thiruvananthapuram                  09:45  11:22  1h 37m
G82972   DEL   Delhi (Indira Gandhi)               IMF   Imphal                              10:00  11:46  1h 46m
6E7652   DEL   Delhi (Indira Gandhi)               JAI   Jaipur                              10:45  12:32  1h 47m
SG9534   DEL   Delhi (Indira Gandhi)               PNQ   Pune                                11:00  12:10  1h 10m
UK8750   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             12:30  14:28  1h 58m
6E1986   DEL   Delhi (Indira Gandhi)               IXE   Mangalore                           12:45  15:29  2h 44m
6E5295   DEL   Delhi (Indira Gandhi)               VTZ   Visakhapatnam                       12:45  15:08  2h 23m
6E6780   DEL   Delhi (Indira Gandhi)               PNQ   Pune                                12:45  13:47  1h 2m
6E8229   DEL   Delhi (Indira Gandhi)               TRZ   Tiruchirappalli                     13:00  16:48  3h 48m
G89382   DEL   Delhi (Indira Gandhi)               IMF   Imphal                              13:30  17:25  3h 55m
UK8528   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             13:45  15:57  2h 12m
AI2541   DEL   Delhi (Indira Gandhi)               TRZ   Tiruchirappalli                     14:30  18:25  3h 55m
6E4260   DEL   Delhi (Indira Gandhi)               IXC   Chandigarh                          15:15  18:08  2h 53m
AI5168   DEL   Delhi (Indira Gandhi)               IXM   Madurai                             15:15  17:58  2h 43m
SG8974   DEL   Delhi (Indira Gandhi)               CJB   Coimbatore                          15:30  19:23  3h 53m
6E8503   DEL   Delhi (Indira Gandhi)               CCJ   Calicut                             15:45  17:34  1h 49m
SG7318   DEL   Delhi (Indira Gandhi)               TRV   Thiruvananthapuram                  16:15  20:09  3h 54m
AI4139   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             16:30  19:28  2h 58m
AI9112   DEL   Delhi (Indira Gandhi)               CCJ   Calicut                             16:45  17:51  1h 6m
6E1895   DEL   Delhi (Indira Gandhi)               VTZ   Visakhapatnam                       18:00  19:40  1h 40m
6E8558   DEL   Delhi (Indira Gandhi)               VTZ   Visakhapatnam                       18:00  21:57  3h 57m
AI4936   DEL   Delhi (Indira Gandhi)               CNN   Kannur                              18:00  19:02  1h 2m
G82342   DEL   Delhi (Indira Gandhi)               IXM   Madurai                             18:00  19:18  1h 18m
6E4751   DEL   Delhi (Indira Gandhi)               IXM   Madurai                             18:15  19:47  1h 32m
6E7029   DEL   Delhi (Indira Gandhi)               STV   Surat                               18:45  20:22  1h 37m
SG3715   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             19:45  21:22  1h 37m
6E9770   DEL   Delhi (Indira Gandhi)               IMF   Imphal                              20:45  00:14  3h 29m
SG4997   DEL   Delhi (Indira Gandhi)               IMF   Imphal                              20:45  00:28  3h 43m
AI6085   DEL   Delhi (Indira Gandhi)               JAI   Jaipur                              21:30  23:59  2h 29m
6E3400   DEL   Delhi (Indira Gandhi)               STV   Surat                               22:00  01:55  3h 55m
6E3243   DEL   Delhi (Indira Gandhi)               CJB   Coimbatore                          22:15  00:40  2h 25m
6E9111   DEL   Delhi (Indira Gandhi)               JAI   Jaipur                              22:45  23:57  1h 12m
SG439    DEL   Delhi (Indira Gandhi)               MAA   Chennai                             23:00  01:41  2h 41m
6E4753   DEL   Delhi (Indira Gandhi)               AMD   Ahmedabad (Sardar Vallabhbhai Pat   05:15  07:10  1h 55m
6E4964   DEL   Delhi (Indira Gandhi)               AMD   Ahmedabad (Sardar Vallabhbhai Pat   11:30  15:00  3h 30m
6E4447   DEL   Delhi (Indira Gandhi)               AMD   Ahmedabad (Sardar Vallabhbhai Pat   12:15  15:30  3h 15m
6E7686   DEL   Delhi (Indira Gandhi)               AMD   Ahmedabad (Sardar Vallabhbhai Pat   17:30  21:15  3h 45m
UK3014   DEL   Delhi (Indira Gandhi)               ATQ   Amritsar (Sri Guru Ram Dass Jee)    08:30  11:40  3h 10m
AI6616   DEL   Delhi (Indira Gandhi)               ATQ   Amritsar (Sri Guru Ram Dass Jee)    12:00  13:00  1h 0m
SG9649   DEL   Delhi (Indira Gandhi)               ATQ   Amritsar (Sri Guru Ram Dass Jee)    17:45  18:34  0h 49m
G83819   DEL   Delhi (Indira Gandhi)               ATQ   Amritsar (Sri Guru Ram Dass Jee)    21:15  22:07  0h 52m
G86876   DEL   Delhi (Indira Gandhi)               BBI   Bhubaneswar (Biju Patnaik)          05:45  09:00  3h 15m
AI1657   DEL   Delhi (Indira Gandhi)               BBI   Bhubaneswar (Biju Patnaik)          09:00  10:53  1h 53m
SG5147   DEL   Delhi (Indira Gandhi)               BBI   Bhubaneswar (Biju Patnaik)          09:30  10:21  0h 51m
UK7230   DEL   Delhi (Indira Gandhi)               BBI   Bhubaneswar (Biju Patnaik)          12:00  13:52  1h 52m
6E1708   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              06:15  08:34  2h 19m
SG1221   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              07:15  09:30  2h 15m
6E5030   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              08:00  10:45  2h 45m
6E5789   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              13:45  16:09  2h 24m
UK2157   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              19:45  22:11  2h 26m
AI7131   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        11:45  13:25  1h 40m
SG5676   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        12:45  15:14  2h 29m
UK8111   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        12:45  15:31  2h 46m
6E267    DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        15:00  16:55  1h 55m
SG8558   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        18:45  20:33  1h 48m
AI5102   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        19:15  21:10  1h 55m
SG9681   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        19:30  21:46  2h 16m
UK3719   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        20:30  22:07  1h 37m
AI5017   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   07:30  09:18  1h 48m
6E9173   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   08:45  10:43  1h 58m
SG4337   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   09:00  11:58  2h 58m
AI2163   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   11:30  13:03  1h 33m
6E1326   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   12:45  14:17  1h 32m
G81498   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   17:15  19:56  2h 41m
6E4123   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   19:45  22:43  2h 58m
SG1366   DEL   Delhi (Indira Gandhi)               COK   Kochi (Cochin)                      12:45  14:27  1h 42m
G88866   DEL   Delhi (Indira Gandhi)               COK   Kochi (Cochin)                      15:45  19:36  3h 51m
6E2732   DEL   Delhi (Indira Gandhi)               COK   Kochi (Cochin)                      17:30  19:17  1h 47m
AI6234   DEL   Delhi (Indira Gandhi)               GAU   Guwahati (Lokpriya Gopinath Bordo   05:15  09:06  3h 51m
AI5798   DEL   Delhi (Indira Gandhi)               GAU   Guwahati (Lokpriya Gopinath Bordo   14:00  17:49  3h 49m
6E2684   DEL   Delhi (Indira Gandhi)               GAU   Guwahati (Lokpriya Gopinath Bordo   20:15  21:25  1h 10m
6E192    DEL   Delhi (Indira Gandhi)               GOI   Goa (Dabolim)                       05:30  07:00  1h 30m
AI9934   DEL   Delhi (Indira Gandhi)               GOI   Goa (Dabolim)                       06:45  08:15  1h 30m
AI5862   DEL   Delhi (Indira Gandhi)               GOI   Goa (Dabolim)                       10:30  11:30  1h 0m
G89712   DEL   Delhi (Indira Gandhi)               GOI   Goa (Dabolim)                       22:15  00:54  2h 39m
SG9262   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            08:00  09:31  1h 31m
6E9856   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            12:00  14:53  2h 53m
AI227    DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            17:00  18:46  1h 46m
UK8343   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            19:45  21:38  1h 53m
AI5914   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            21:00  22:45  1h 45m
SG2350   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            21:00  22:35  1h 35m
AI5621   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            22:15  00:06  1h 51m
AI4702   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            23:00  01:24  2h 24m
AI1765   DEL   Delhi (Indira Gandhi)               IDR   Indore (Devi Ahilya Bai Holkar)     13:45  17:20  3h 35m
6E2349   DEL   Delhi (Indira Gandhi)               IDR   Indore (Devi Ahilya Bai Holkar)     16:45  17:40  0h 55m
SG7538   DEL   Delhi (Indira Gandhi)               IDR   Indore (Devi Ahilya Bai Holkar)     20:45  23:48  3h 3m
UK2052   DEL   Delhi (Indira Gandhi)               IXB   Siliguri (Bagdogra)                 07:15  08:34  1h 19m
SG4199   DEL   Delhi (Indira Gandhi)               IXB   Siliguri (Bagdogra)                 07:45  09:29  1h 44m
6E2370   DEL   Delhi (Indira Gandhi)               IXB   Siliguri (Bagdogra)                 13:00  15:22  2h 22m
SG5538   DEL   Delhi (Indira Gandhi)               LKO   Lucknow (Chaudhary Charan Singh)    05:15  09:12  3h 57m
UK6198   DEL   Delhi (Indira Gandhi)               LKO   Lucknow (Chaudhary Charan Singh)    08:15  11:19  3h 4m
SG2131   DEL   Delhi (Indira Gandhi)               NAG   Nagpur (Dr. Babasaheb Ambedkar)     13:15  14:13  0h 58m
AI7389   DEL   Delhi (Indira Gandhi)               NAG   Nagpur (Dr. Babasaheb Ambedkar)     13:45  15:20  1h 35m
