Daily Indian Domestic Flight Timetable
========================================================================================================================

Flight   From  Departure City                      To    Arrival City                        Dep    Arr    Duration
6E649    BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             08:15  10:41  2h 26m
G83433   BOM   Mumbai (Chhatrapati Shivaji)        CNN   Kannur                              08:30  09:58  1h 28m
6E6624   BOM   Mumbai (Chhatrapati Shivaji)        PNQ   Pune                                09:00  10:55  1h 55m
UK8918   BOM   Mumbai (Chhatrapati Shivaji)        JAI   Jaipur                              09:00  11:30  2h 30m
6E4937   BOM   Mumbai (Chhatrapati Shivaji)        TRZ   Tiruchirappalli                     09:15  12:28  3h 13m
AI2782   BOM   Mumbai (Chhatrapati Shivaji)        IXC   Chandigarh                          09:30  13:04  3h 34m
G88925   BOM   Mumbai (Chhatrapati Shivaji)        CCJ   Calicut                             09:30  11:20  1h 50m
AI2658   BOM   Mumbai (Chhatrapati Shivaji)        IMF   Imphal                              11:15  14:06  2h 51m
SG3038   BOM   Mumbai (Chhatrapati Shivaji)        IXE   Mangalore                           11:30  14:23  2h 53m
SG5991   BOM   Mumbai (Chhatrapati Shivaji)        PNQ   Pune                                11:45  12:51  1h 6m
SG4401   BOM   Mumbai (Chhatrapati Shivaji)        PNQ   Pune                                13:30  15:37  2h 7m
G82688   BOM   Mumbai (Chhatrapati Shivaji)        CCJ   Calicut                             13:45  17:38  3h 53m
AI5921   BOM   Mumbai (Chhatrapati Shivaji)        CNN   Kannur                              14:45  18:17  3h 32m
SG5143   BOM   Mumbai (Chhatrapati Shivaji)        CCJ   Calicut                             14:45  17:16  2h 31m
6E5198   BOM   Mumbai (Chhatrapati Shivaji)        IMF   Imphal                              15:00  16:36  1h 36m
6E2136   BOM   Mumbai (Chhatrapati Shivaji)        CJB   Coimbatore                          16:15  19:56  3h 41m
6E6771   BOM   Mumbai (Chhatrapati Shivaji)        IXM   Madurai                             16:15  18:20  2h 5m
6E7257   BOM   Mumbai (Chhatrapati Shivaji)        VTZ   Visakhapatnam                       17:30  19:52  2h 22m
AI7663   BOM   Mumbai (Chhatrapati Shivaji)        CCJ   Calicut                             17:30  19:30  2h 0m
UK6077   BOM   Mumbai (Chhatrapati Shivaji)        STV   Surat                               18:00  21:28  3h 28m
SG5374   BOM   Mumbai (Chhatrapati Shivaji)        TRV   Thiruvananthapuram                  18:15  21:39  3h 24m
AI7263   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             19:00  20:49  1h 49m
SG6616   BOM   Mumbai (Chhatrapati Shivaji)        STV   Surat                               19:00  22:09  3h 9m
AI3595   BOM   Mumbai (Chhatrapati Shivaji)        IXM   Madurai                             19:30  22:09  2h 39m
AI789    BOM   Mumbai (Chhatrapati Shivaji)        PNQ   Pune                                19:45  21:41  1h 56m
6E6624   BOM   Mumbai (Chhatrapati Shivaji)        TRZ   Tiruchirappalli                     20:00  23:30  3h 30m
6E1065   BOM   Mumbai (Chhatrapati Shivaji)        CNN   Kannur                              20:30  22:11  1h 41m
AI7505   BOM   Mumbai (Chhatrapati Shivaji)        IXE   Mangalore                           20:30  21:56  1h 26m
G84671   BOM   Mumbai (Chhatrapati Shivaji)        IXM   Madurai                             20:45  00:06  3h 21m
SG4618   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             22:00  00:12  2h 12m
AI5993   BOM   Mumbai (Chhatrapati Shivaji)        IXC   Chandigarh                          22:30  23:27  0h 57m
6E5635   BOM   Mumbai (Chhatrapati Shivaji)        JAI   Jaipur                              22:45  02:10  3h 25m
SG8002   BOM   Mumbai (Chhatrapati Shivaji)        MAA   Chennai                             23:00  01:04  2h 4m
6E2294   BOM   Mumbai (Chhatrapati Shivaji)        AMD   Ahmedabad (Sardar Vallabhbhai Pat   09:45  11:09  1h 24m
AI9763   BOM   Mumbai (Chhatrapati Shivaji)        AMD   Ahmedabad (Sardar Vallabhbhai Pat   12:00  14:42  2h 42m
AI356    BOM   Mumbai (Chhatrapati Shivaji)        AMD   Ahmedabad (Sardar Vallabhbhai Pat   19:00  21:19  2h 19m
SG4980   BOM   Mumbai (Chhatrapati Shivaji)        AMD   Ahmedabad (Sardar Vallabhbhai Pat   21:15  23:50  2h 35m
AI6294   BOM   Mumbai (Chhatrapati Shivaji)        ATQ   Amritsar (Sri Guru Ram Dass Jee)    05:45  07:23  1h 38m
SG290    BOM   Mumbai (Chhatrapati Shivaji)        ATQ   Amritsar (Sri Guru Ram Dass Jee)    19:45  22:48  3h 3m
6E5666   BOM   Mumbai (Chhatrapati Shivaji)        ATQ   Amritsar (Sri Guru Ram Dass Jee)    20:00  23:55  3h 55m
AI3887   BOM   Mumbai (Chhatrapati Shivaji)        ATQ   Amritsar (Sri Guru Ram Dass Jee)    23:00  00:21  1h 21m
UK8387   BOM   Mumbai (Chhatrapati Shivaji)        BBI   Bhubaneswar (Biju Patnaik)          05:45  06:42  0h 57m
UK1458   BOM   Mumbai (Chhatrapati Shivaji)        BBI   Bhubaneswar (Biju Patnaik)          09:30  12:16  2h 46m
6E8284   BOM   Mumbai (Chhatrapati Shivaji)        BBI   Bhubaneswar (Biju Patnaik)          17:15  19:31  2h 16m
UK9726   BOM   Mumbai (Chhatrapati Shivaji)        BBI   Bhubaneswar (Biju Patnaik)          20:45  00:44  3h 59m
6E3263   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              08:30  11:03  2h 33m
G82662   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              09:30  11:19  1h 49m
AI6687   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              11:30  14:19  2h 49m
G82065   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              11:45  13:37  1h 52m
6E6438   BOM   Mumbai (Chhatrapati Shivaji)        BLR   Bangalore (Kempegowda)              15:45  17:16  1h 31m
G87682   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   05:00  07:34  2h 34m
6E6036   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   07:00  09:11  2h 11m
AI4373   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   11:15  12:54  1h 39m
6E8734   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   13:15  15:08  1h 53m
AI1676   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   14:15  17:12  2h 57m
6E4243   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   18:15  21:08  2h 53m
AI2821   BOM   Mumbai (Chhatrapati Shivaji)        CCU   Kolkata (Netaji Subhas Chandra Bo   20:45  23:25  2h 40m
AI8166   BOM   Mumbai (Chhatrapati Shivaji)        COK   Kochi (Cochin)                      05:00  06:46  1h 46m
6E8262   BOM   Mumbai (Chhatrapati Shivaji)        COK   Kochi (Cochin)                      05:45  07:21  1h 36m
UK3733   BOM   Mumbai (Chhatrapati Shivaji)        COK   Kochi (Cochin)                      06:30  10:23  3h 53m
SG5025   BOM   Mumbai (Chhatrapati Shivaji)        COK   Kochi (Cochin)                      12:15  15:46  3h 31m
SG1949   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               09:15  12:12  2h 57m
6E1781   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               10:45  13:10  2h 25m
6E2153   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               14:15  15:46  1h 31m
UK2059   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               20:15  22:56  2h 41m
6E9522   BOM   Mumbai (Chhatrapati Shivaji)        DEL   Delhi (Indira Gandhi)               22:00  00:37  2h 37m
6E8082   BOM   Mumbai (Chhatrapati Shivaji)        GAU   Guwahati (Lokpriya Gopinath Bordo   07:45  09:50  2h 5m
6E9122   BOM   Mumbai (Chhatrapati Shivaji)        GAU   Guwahati (Lokpriya Gopinath Bordo   15:45  17:45  2h 0m
UK4066   BOM   Mumbai (Chhatrapati Shivaji)        GOI   Goa (Dabolim)                       14:00  14:54  0h 54m
G87180   BOM   Mumbai (Chhatrapati Shivaji)        GOI   Goa (Dabolim)                       16:00  17:07  1h 7m
SG7584   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            08:15  10:14  1h 59m
G89121   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            09:00  11:49  2h 49m
6E6039   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            12:00  14:32  2h 32m
UK8175   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            14:15  16:41  2h 26m
G86541   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            17:30  19:02  1h 32m
AI5966   BOM   Mumbai (Chhatrapati Shivaji)        HYD   Hyderabad (Rajiv Gandhi)            19:00  20:43  1h 43m
G84589   BOM   Mumbai (Chhatrapati Shivaji)        IDR   Indore (Devi Ahilya Bai Holkar)     07:30  10:46  3h 16m
AI3152   BOM   Mumbai (Chhatrapati Shivaji)        IDR   Indore (Devi Ahilya Bai Holkar)     11:30  12:57  1h 27m
AI2401   BOM   Mumbai (Chhatrapati Shivaji)        IDR   Indore (Devi Ahilya Bai Holkar)     18:45  22:07  3h 22m
6E7572   BOM   Mumbai (Chhatrapati Shivaji)        IDR   Indore (Devi Ahilya Bai Holkar)     22:00  00:57  2h 57m
UK7941   BOM   Mumbai (Chhatrapati Shivaji)        IXB   Siliguri (Bagdogra)                 13:30  16:45  3h 15m
6E8552   BOM   Mumbai (Chhatrapati Shivaji)        IXB   Siliguri (Bagdogra)                 16:45  19:34  2h 49m
6E3698   BOM   Mumbai (Chhatrapati Shivaji)        IXB   Siliguri (Bagdogra)                 17:00  20:18  3h 18m
AI9098   BOM   Mumbai (Chhatrapati Shivaji)        IXB   Siliguri (Bagdogra)                 20:45  00:04  3h 19m
UK5050   BOM   Mumbai (Chhatrapati Shivaji)        LKO   Lucknow (Chaudhary Charan Singh)    09:00  11:16  2h 16m
AI5155   BOM   Mumbai (Chhatrapati Shivaji)        LKO   Lucknow (Chaudhary Charan Singh)    11:15  15:06  3h 51m
UK1969   BOM   Mumbai (Chhatrapati Shivaji)        LKO   Lucknow (Chaudhary Charan Singh)    15:15  16:16  1h 1m
AI9577   BOM   Mumbai (Chhatrapati Shivaji)        LKO   Lucknow (Chaudhary Charan Singh)    20:30  22:05  1h 35m
6E9608   BOM   Mumbai (Chhatrapati Shivaji)        NAG   Nagpur (Dr. Babasaheb Ambedkar)     10:15  14:05  3h 50m
G87480   BOM   Mumbai (Chhatrapati Shivaji)        NAG   Nagpur (Dr. Babasaheb Ambedkar)     13:45  17:04  3h 19m
SG1035   BOM   Mumbai (Chhatrapati Shivaji)        NAG   Nagpur (Dr. Babasaheb Ambedkar)     14:00  15:57  1h 57m
SG3960   BOM   Mumbai (Chhatrapati Shivaji)        NAG   Nagpur (Dr. Babasaheb Ambedkar)     22:30  00:11  1h 41m
6E7954   BOM   Mumbai (Chhatrapati Shivaji)        PAT   Patna (Jay Prakash Narayan)         16:45  20:42  3h 57m
AI5440   BOM   Mumbai (Chhatrapati Shivaji)        PAT   Patna (Jay Prakash Narayan)         17:00  18:17  1h 17m
AI5517   BOM   Mumbai (Chhatrapati Shivaji)        SXR   Srinagar (Sheikhul Aalam)           08:15  10:29  2h 14m
G89735   BOM   Mumbai (Chhatrapati Shivaji)        SXR   Srinagar (Sheikhul Aalam)           20:45  22:05  1h 20m
UK2893   BOM   Mumbai (Chhatrapati Shivaji)        VNS   Varanasi (Lal Bahadur Shastri)      06:00  07:24  1h 24m
6E7970   BOM   Mumbai (Chhatrapati Shivaji)        VNS   Varanasi (Lal Bahadur Shastri)      10:00  13:46  3h 46m
AI486    BOM   Mumbai (Chhatrapati Shivaji)        VNS   Varanasi (Lal Bahadur Shastri)      10:00  12:17  2h 17m
6E4574   GOI   Goa (Dabolim)                       CJB   Coimbatore                          12:00  15:05  3h 5m
6E8218   DEL   Delhi (Indira Gandhi)               IXC   Chandigarh                          05:00  07:19  2h 19m
UK1396   DEL   Delhi (Indira Gandhi)               TRZ   Tiruchirappalli                     05:15  06:49  1h 34m
AI2948   DEL   Delhi (Indira Gandhi)               CJB   Coimbatore                          06:30  07:47  1h 17m
AI9699   DEL   Delhi (Indira Gandhi)               TRZ   Tiruchirappalli                     07:00  09:50  2h 50m
AI7875   DEL   Delhi (Indira Gandhi)               TRV   Thiruvananthapuram                  07:15  09:41  2h 26m
G82079   DEL   Delhi (Indira Gandhi)               CJB   Coimbatore                          07:15  10:10  2h 55m
AI668    DEL   Delhi (Indira Gandhi)               IXM   Madurai                             07:30  08:28  0h 58m
G85032   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             08:45  10:16  1h 31m
G85783   DEL   Delhi (Indira Gandhi)               IMF   Imphal                              09:00  10:04  1h 4m
AI6874   DEL   Delhi (Indira Gandhi)               TRV   Thiruvananthapuram                  10:00  13:45  3h 45m
SG4804   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             10:15  12:55  2h 40m
6E2103   DEL   Delhi (Indira Gandhi)               JAI   Jaipur                              10:45  12:20  1h 35m
AI2323   DEL   Delhi (Indira Gandhi)               CNN   Kannur                              10:45  14:43  3h 58m
UK595    DEL   Delhi (Indira Gandhi)               CNN   Kannur                              10:45  13:49  3h 4m
UK5666   DEL   Delhi (Indira Gandhi)               CCJ   Calicut                             11:00  12:10  1h 10m
6E6657   DEL   Delhi (Indira Gandhi)               VTZ   Visakhapatnam                       11:15  12:20  1h 5m
SG4702   DEL   Delhi (Indira Gandhi)               PNQ   Pune                                11:15  13:04  1h 49m
UK6372   DEL   Delhi (Indira Gandhi)               CJB   Coimbatore                          11:15  12:57  1h 42m
6E1032   DEL   Delhi (Indira Gandhi)               IXM   Madurai                             12:15  13:42  1h 27m
AI816    DEL   Delhi (Indira Gandhi)               STV   Surat                               12:15  15:18  3h 3m
G83484   DEL   Delhi (Indira Gandhi)               CCJ   Calicut                             13:30  15:59  2h 29m
SG7634   DEL   Delhi (Indira Gandhi)               STV   Surat                               13:30  15:43  2h 13m
G85313   DEL   Delhi (Indira Gandhi)               VTZ   Visakhapatnam                       14:15  16:01  1h 46m
SG1067   DEL   Delhi (Indira Gandhi)               JAI   Jaipur                              14:45  16:58  2h 13m
AI924    DEL   Delhi (Indira Gandhi)               IMF   Imphal                              15:15  16:49  1h 34m
SG2193   DEL   Delhi (Indira Gandhi)               STV   Surat                               15:15  18:04  2h 49m
UK2768   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             15:15  17:00  1h 45m
6E3361   DEL   Delhi (Indira Gandhi)               IXC   Chandigarh                          16:00  17:57  1h 57m
UK5842   DEL   Delhi (Indira Gandhi)               PNQ   Pune                                16:15  19:00  2h 45m
6E696    DEL   Delhi (Indira Gandhi)               CNN   Kannur                              16:45  20:08  3h 23m
6E6681   DEL   Delhi (Indira Gandhi)               MAA   Chennai                             17:30  19:16  1h 46m
6E7641   DEL   Delhi (Indira Gandhi)               IXM   Madurai                             19:00  20:01  1h 1m
6E4605   DEL   Delhi (Indira Gandhi)               IXM   Madurai                             19:15  20:22  1h 7m
G88109   DEL   Delhi (Indira Gandhi)               STV   Surat                               19:15  21:42  2h 27m
AI9297   DEL   Delhi (Indira Gandhi)               IXC   Chandigarh                          20:30  00:26  3h 56m
SG5075   DEL   Delhi (Indira Gandhi)               IXE   Mangalore                           21:00  23:22  2h 22m
6E5135   DEL   Delhi (Indira Gandhi)               CCJ   Calicut                             21:30  22:26  0h 56m
6E872    DEL   Delhi (Indira Gandhi)               IXE   Mangalore                           21:45  23:23  1h 38m
AI5002   DEL   Delhi (Indira Gandhi)               CNN   Kannur                              22:15  02:05  3h 50m
SG3420   DEL   Delhi (Indira Gandhi)               AMD   Ahmedabad (Sardar Vallabhbhai Pat   07:30  09:23  1h 53m
SG9493   DEL   Delhi (Indira Gandhi)               AMD   Ahmedabad (Sardar Vallabhbhai Pat   16:00  19:56  3h 56m
UK7763   DEL   Delhi (Indira Gandhi)               AMD   Ahmedabad (Sardar Vallabhbhai Pat   20:30  23:14  2h 44m
AI249    DEL   Delhi (Indira Gandhi)               AMD   Ahmedabad (Sardar Vallabhbhai Pat   22:45  23:31  0h 46m
6E547    DEL   Delhi (Indira Gandhi)               ATQ   Amritsar (Sri Guru Ram Dass Jee)    06:30  09:01  2h 31m
SG9154   DEL   Delhi (Indira Gandhi)               ATQ   Amritsar (Sri Guru Ram Dass Jee)    11:30  12:50  1h 20m
6E8905   DEL   Delhi (Indira Gandhi)               ATQ   Amritsar (Sri Guru Ram Dass Jee)    16:30  19:38  3h 8m
AI6076   DEL   Delhi (Indira Gandhi)               ATQ   Amritsar (Sri Guru Ram Dass Jee)    21:00  22:53  1h 53m
AI7902   DEL   Delhi (Indira Gandhi)               BBI   Bhubaneswar (Biju Patnaik)          06:00  07:10  1h 10m
SG1933   DEL   Delhi (Indira Gandhi)               BBI   Bhubaneswar (Biju Patnaik)          10:30  12:10  1h 40m
AI1723   DEL   Delhi (Indira Gandhi)               BBI   Bhubaneswar (Biju Patnaik)          17:00  18:42  1h 42m
AI4824   DEL   Delhi (Indira Gandhi)               BBI   Bhubaneswar (Biju Patnaik)          22:15  01:30  3h 15m
6E1601   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              05:45  08:14  2h 29m
6E2921   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              07:45  09:43  1h 58m
G82119   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              17:00  18:37  1h 37m
AI2634   DEL   Delhi (Indira Gandhi)               BLR   Bangalore (Kempegowda)              19:30  21:01  1h 31m
6E8664   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        05:45  07:22  1h 37m
SG1484   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        06:00  08:03  2h 3m
SG6597   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        06:15  08:45  2h 30m
6E2394   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        10:45  13:17  2h 32m
6E3585   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        11:45  14:05  2h 20m
AI3345   DEL   Delhi (Indira Gandhi)               BOM   Mumbai (Chhatrapati Shivaji)        22:30  00:47  2h 17m
G83019   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   06:45  08:46  2h 1m
UK3700   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   07:15  09:23  2h 8m
AI1591   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   10:00  11:42  1h 42m
G88836   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   14:30  16:20  1h 50m
6E5923   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   15:30  17:34  2h 4m
6E8560   DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   17:00  19:05  2h 5m
6E324    DEL   Delhi (Indira Gandhi)               CCU   Kolkata (Netaji Subhas Chandra Bo   20:00  22:40  2h 40m
AI7682   DEL   Delhi (Indira Gandhi)               COK   Kochi (Cochin)                      15:15  17:17  2h 2m
6E7299   DEL   Delhi (Indira Gandhi)               COK   Kochi (Cochin)                      17:45  19:15  1h 30m
6E9133   DEL   Delhi (Indira Gandhi)               GAU   Guwahati (Lokpriya Gopinath Bordo   13:00  16:34  3h 34m
SG2768   DEL   Delhi (Indira Gandhi)               GAU   Guwahati (Lokpriya Gopinath Bordo   19:00  20:26  1h 26m
UK4540   DEL   Delhi (Indira Gandhi)               GAU   Guwahati (Lokpriya Gopinath Bordo   21:30  23:24  1h 54m
G84192   DEL   Delhi (Indira Gandhi)               GOI   Goa (Dabolim)                       10:15  12:58  2h 43m
G8704    DEL   Delhi (Indira Gandhi)               GOI   Goa (Dabolim)                       11:00  14:10  3h 10m
6E9327   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            15:30  18:16  2h 46m
6E6761   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            17:15  19:31  2h 16m
G82868   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            17:45  19:50  2h 5m
UK8646   DEL   Delhi (Indira Gandhi)               HYD   Hyderabad (Rajiv Gandhi)            21:15  23:56  2h 41m
UK3815   DEL   Delhi (Indira Gandhi)               IDR   Indore (Devi Ahilya Bai Holkar)     06:15  08:02  1h 47m
6E6276   DEL   Delhi (Indira Gandhi)               IDR   Indore (Devi Ahilya Bai Holkar)     06:45  09:26  2h 41m
G8540    DEL   Delhi (Indira Gandhi)               IDR   Indore (Devi Ahilya Bai Holkar)     09:45  13:19  3h 34m
UK3679   DEL   Delhi (Indira Gandhi)               IDR   Indore (Devi Ahilya Bai Holkar)     22:00  00:21  2h 21m
6E3058   DEL   Delhi (Indira Gandhi)               IXB   Siliguri (Bagdogra)                 08:45  12:18  3h 33m
UK5115   DEL   Delhi (Indira Gandhi)               IXB   Siliguri (Bagdogra)                 22:45  02:24  3h 39m
UK656    DEL   Delhi (Indira Gandhi)               LKO   Lucknow (Chaudhary Charan Singh)    09:00  11:31  2h 31m
6E7638   DEL   Delhi (Indira Gandhi)               LKO   Lucknow (Chaudhary Charan Singh)    20:15  23:50  3h 35m
UK3114   DEL   Delhi (Indira Gandhi)               NAG   Nagpur (Dr. Babasaheb Ambedkar)     05:00  06:14  1h 14m
6E4990   DEL   Delhi (Indira Gandhi)               NAG   Nagpur (Dr. Babasaheb Ambedkar)     16:15  19:38  3h 23m
6E1544   DEL   Delhi (Indira Gandhi)               PAT   Patna (Jay Prakash Narayan)         06:00  06:51  0h 51m
6E4433   DEL   Delhi (Indira Gandhi)               PAT   Patna (Jay Prakash Narayan)         08:45  09:44  0h 59m
AI610    DEL   Delhi (Indira Gandhi)               SXR   Srinagar (Sheikhul Aalam)           06:45  10:36  3h 51m
AI3344   DEL   Delhi (Indira Gandhi)               SXR   Srinagar (Sheikhul Aalam)           12:45  13:51  1h 6m
AI841    DEL   Delhi (Indira Gandhi)               SXR   Srinagar (Sheikhul Aalam)           16:30  17:38  1h 8m
6E9749   DEL   Delhi (Indira Gandhi)               SXR   Srinagar (Sheikhul Aalam)           20:00  21:14  1h 14m
6E3478   DEL   Delhi (Indira Gandhi)               VNS   Varanasi (Lal Bahadur Shastri)      05:00  06:22  1h 22m
G86028   DEL   Delhi (Indira Gandhi)               VNS   Varanasi (Lal Bahadur Shastri)      12:30  13:53  1h 23m
